SeqName	ortholog_cluster_id	Gene.Name	EggNOG.Description	E.Value	Bit.Score	Best.Tax.Level	EC.Codes	n_GO	GOs	GO.Names	KEGG.KO	KEGG.Pathway	Description	Length	e.Value	GO.IDs	GO.mes	Enzyme.Codes	Enzyme.mes	InterPro.IDs	InterPro.GO.IDs	InterPro.GO.mes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Avas.s016.g344.i1	paralog_cluster_07351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	321	NA					no IPS match	no IPS match	no IPS match	82.5082210122289	2.14454348669976	0.433871955840151	4.94280272747073	7.70073961372891e-07	3.32164074116044e-05
Avas.s016.g373.i1	paralog_cluster_06258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	219	NA					no IPS match	no IPS match	no IPS match	1748.48519126968	2.65189757345955	0.254199051108129	10.4323661394452	1.7643900112733e-25	5.39193303723144e-23
Avas.s016.g376.i1	paralog_cluster_00744	NA	Belongs to the short-chain dehydrogenases reductases (SDR) family	2e-61	242.7	Actinopterygii	NA	NA	NA	NA	NA	NA	DHR11_CHICK | Dehydrogese/reductase SDR family member 11 OS=Gallus gallus OX=9031 GN=DHRS11 PE=2 SV=1	269	3e-60	P:GO:0006694; P:GO:0006718; P:GO:0044281; F:GO:0000253; F:GO:0005515; F:GO:0047886; F:GO:0072555; F:GO:0072582; C:GO:0110165	P:steroid biosynthetic process; P:juvenile hormone biosynthetic process; P:small molecule metabolic process; F:3-keto sterol reductase activity; F:protein binding; F:farnesol dehydrogese activity; F:17-beta-ketosteroid reductase activity; F:17-beta-hydroxysteroid dehydrogese (DP+) activity; C:cellular atomical entity	EC:1.1.1.216; EC:1.1.1.62; EC:1.1.1.270	Farnesol dehydrogese; 17-beta-estradiol 17-dehydrogese; 3-beta-hydroxysteroid 3-dehydrogese	IPR002347 (PFAM)	F:GO:0016491	F:oxidoreductase activity	110.534270117816	1.77254353630241	0.306015321949713	5.79233590334308	6.94141358341975e-09	4.48515675275664e-07
Avas.s017.g11.i1	homolog_cluster_13731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	------	965	NA					no IPS match	no IPS match	no IPS match	1730.88209915988	1.17226425544399	0.221388102019814	5.29506439031251	1.18974480655264e-07	6.03842403552854e-06
Avas.s018.g48.i1	paralog_cluster_01796	HAAO	Catalyzes the oxidative ring opening of 3- hydroxyanthranilate to 2-amino-3-carboxymuconate semialdehyde, which spontaneously cyclizes to quinolinate	1.7e-77	296.2	Actinopterygii	EC:1.13.11.6	15	P:GO:0009435; F:GO:0000334; C:GO:0031966; P:GO:0006805; P:GO:0006569; P:GO:0070050; F:GO:0019825; P:GO:0022900; P:GO:0046686; P:GO:0019674; P:GO:0019805; P:GO:0010043; F:GO:0008198; F:GO:0009055; C:GO:0005829	P:response to cadmium ion; F:ferrous iron binding; F:oxygen binding; P:tryptophan catabolic process; P:quinolinate biosynthetic process; F:3-hydroxyanthranilate 3,4-dioxygenase activity; P:neuron cellular homeostasis; C:mitochondrial membrane; P:NAD biosynthetic process; P:NAD metabolic process; C:cytosol; F:electron transfer activity; P:response to zinc ion; P:xenobiotic metabolic process; P:electron transport chain	K00452	map00380, map01100	3HAO_RAT | 3-hydroxyanthranilate 3,4-dioxygese OS=Rattus norvegicus OX=10116 GN=Haao PE=1 SV=2	296	2.7e-70	P:GO:0006568; P:GO:0009435; P:GO:0010043; P:GO:0019805; P:GO:0046686; P:GO:0070050; F:GO:0000334; F:GO:0005515; F:GO:0008198; F:GO:0019825; C:GO:0005829; C:GO:0031966	P:tryptophan metabolic process; P:D biosynthetic process; P:response to zinc ion; P:quinolite biosynthetic process; P:response to cadmium ion; P:neuron cellular homeostasis; F:3-hydroxyanthranilate 3,4-dioxygese activity; F:protein binding; F:ferrous iron binding; F:oxygen binding; C:cytosol; C:mitochondrial membrane	EC:1.13.11.6	3-hydroxyanthranilate 3,4-dioxygese	IPR010329 (PFAM)	F:GO:0000334; F:GO:0005506	F:3-hydroxyanthranilate 3,4-dioxygese activity; F:iron ion binding	286.95086668136	-1.83759952506022	0.322203779674044	-5.70322150447526	1.17564047662898e-08	7.21941970552813e-07
Avas.s018.g72.i1	homolog_cluster_13792	NA	Mannose-6-phosphate receptor	4.7e-15	88.6	Bilateria	NA	NA	NA	NA	NA	NA	------	259	NA					IPR018939 (PFAM)	no GO terms	no GO terms	398.064043578521	3.50856320696762	0.360084631021456	9.74371829482097	1.96239519081065e-22	4.857380957685e-20
Avas.s018.g100.i1	paralog_cluster_07232	GAL3ST3	galactosylceramide sulfotransferase activity	1.7e-23	117.5	Vertebrata	NA	10	C:GO:0016021; F:GO:0050694; P:GO:0030166; F:GO:0030246; P:GO:0009311; F:GO:0050698; P:GO:0006790; F:GO:0050656; P:GO:0030309; P:GO:0005996	P:oligosaccharide metabolic process; P:proteoglycan biosynthetic process; F:3'-phosphoadenosine 5'-phosphosulfate binding; F:carbohydrate binding; P:sulfur compound metabolic process; F:galactose 3-O-sulfotransferase activity; C:integral component of membrane; P:monosaccharide metabolic process; P:poly-N-acetyllactosamine metabolic process; F:proteoglycan sulfotransferase activity	K09676	NA	G3ST1_HUMAN | Galactosylceramide sulfotransferase OS=Homo sapiens OX=9606 GN=GAL3ST1 PE=1 SV=1	472	2.1e-16	P:GO:0006643; P:GO:0009101; F:GO:0008146; C:GO:0016020	P:membrane lipid metabolic process; P:glycoprotein biosynthetic process; F:sulfotransferase activity; C:membrane	EC:2.8.2	Transferring sulfur-containing groups	IPR009729 (PFAM)	P:GO:0009247; F:GO:0001733; C:GO:0016021	P:glycolipid biosynthetic process; F:galactosylceramide sulfotransferase activity; C:integral component of membrane	44.7773554976636	4.00351531540585	0.585452868850517	6.83832214071541	8.01260608098162e-12	8.05717620230708e-10
Avas.s018.g141.i1	homolog_cluster_13825	NA	von Willebrand factor type C domain	7.2e-44	185.7	Rhabditida	NA	1	F:GO:0005515	F:protein binding	NA	NA	KCP_XENLA | Kielin/chordin-like protein OS=Xenopus laevis OX=8355 GN=kcp PE=2 SV=1	664	7e-18	P:GO:0010951; P:GO:0043086; F:GO:0004857; F:GO:0004867; F:GO:0005520; C:GO:0005576; C:GO:0016020; C:GO:0016021	P:negative regulation of endopeptidase activity; P:negative regulation of catalytic activity; F:enzyme inhibitor activity; F:serine-type endopeptidase inhibitor activity; F:insulin-like growth factor binding; C:extracellular region; C:membrane; C:integral component of membrane			IPR001007 (PFAM); IPR000867 (PFAM); IPR001007 (PROSITE_PATTERNS); IPR001007 (PROSITE_PATTERNS); IPR001007 (PROSITE_PROFILES); IPR000867 (PROSITE_PROFILES); IPR001007 (PROSITE_PROFILES)	F:GO:0005515; C:GO:0005576	F:protein binding; C:extracellular region	334.015573642734	2.09429685924753	0.185203707261884	11.3080720154598	1.19690635936655e-29	5.20460173401308e-27
Avas.s018.g145.i1	NA	NA	protein tyrosine phosphatase activity	3.6e-175	625.2	Metazoa	NA	NA	NA	NA	NA	NA	PTPRF_DANRE | Receptor-type tyrosine-protein phosphatase F OS=Danio rerio OX=7955 GN=ptprf PE=2 SV=1	6726	5.9e-165	P:GO:0006796; P:GO:0007155; P:GO:0007420; P:GO:0009968; P:GO:0010977; P:GO:0048522; P:GO:0050807; P:GO:0051093; P:GO:0051241; P:GO:0051960; F:GO:0005515; F:GO:0016791; F:GO:0097367; F:GO:1901681; C:GO:0005886; C:GO:0016021; C:GO:0031410; C:GO:0042995; C:GO:0045202	P:phosphate-containing compound metabolic process; P:cell adhesion; P:brain development; P:negative regulation of sigl transduction; P:negative regulation of neuron projection development; P:positive regulation of cellular process; P:regulation of sypse organization; P:negative regulation of developmental process; P:negative regulation of multicellular organismal process; P:regulation of nervous system development; F:protein binding; F:phosphatase activity; F:carbohydrate derivative binding; F:sulfur compound binding; C:plasma membrane; C:integral component of membrane; C:cytoplasmic vesicle; C:cell projection; C:sypse	EC:3.1.3	Acting on ester bonds	IPR000242 (PFAM); IPR003961 (PFAM); IPR016130 (PROSITE_PATTERNS); IPR016130 (PROSITE_PATTERNS); IPR016130 (PROSITE_PATTERNS); IPR016130 (PROSITE_PATTERNS); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR000242 (PROSITE_PROFILES); IPR000242 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR000387 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); PS51257 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR000387 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR000387 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR000242 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR000242 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR000387 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES); IPR003961 (PROSITE_PROFILES)	P:GO:0006470; P:GO:0016311; F:GO:0004725; F:GO:0005515; F:GO:0016791	P:protein dephosphorylation; P:dephosphorylation; F:protein tyrosine phosphatase activity; F:protein binding; F:phosphatase activity	91.5117576703591	-2.61709328150717	0.43831986279614	-5.97073850318382	2.36182037658538e-09	1.62390290764454e-07
Avas.s018.g146.i1	paralog_cluster_03557	PAK2	kinase 2	1.3e-45	190.3	Cetartiodactyla	EC:2.7.11.1	NA	NA	NA	K04410	map04010, map04012, map04014, map04360, map04510, map04660, map04810, map05211	PAK2_HUMAN | Serine/threonine-protein kinase PAK 2 OS=Homo sapiens OX=9606 GN=PAK2 PE=1 SV=3	303	7.3e-47	P:GO:0003300; P:GO:0007406; P:GO:0007409; P:GO:0010763; P:GO:0018105; P:GO:0030833; P:GO:0034333; P:GO:0043525; P:GO:0045666; P:GO:0046777; P:GO:0050731; P:GO:0051497; P:GO:0051726; P:GO:0061003; P:GO:0070830; P:GO:0071407; P:GO:0071560; P:GO:0071570; P:GO:0090017; P:GO:0150105; P:GO:2000573; P:GO:2001238; P:GO:2001271; F:GO:0004674; F:GO:0004708; F:GO:0019901; F:GO:0030296; F:GO:0031267; F:GO:0042802; C:GO:0005768; C:GO:0005829; C:GO:0005911; C:GO:0014069; C:GO:0030141; C:GO:0098978	P:cardiac muscle hypertrophy; P:negative regulation of neuroblast proliferation; P:axonogenesis; P:positive regulation of fibroblast migration; P:peptidyl-serine phosphorylation; P:regulation of actin filament polymerization; P:adherens junction assembly; P:positive regulation of neuron apoptotic process; P:positive regulation of neuron differentiation; P:protein autophosphorylation; P:positive regulation of peptidyl-tyrosine phosphorylation; P:negative regulation of stress fiber assembly; P:regulation of cell cycle; P:positive regulation of dendritic spine morphogenesis; P:bicellular tight junction assembly; P:cellular response to organic cyclic compound; P:cellular response to transforming growth factor beta stimulus; P:cement gland development; P:anterior neural plate formation; P:protein localization to cell-cell junction; P:positive regulation of D biosynthetic process; P:positive regulation of extrinsic apoptotic sigling pathway; P:negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis; F:protein serine/threonine kise activity; F:MAP kise kise activity; F:protein kise binding; F:protein tyrosine kise activator activity; F:small GTPase binding; F:identical protein binding; C:endosome; C:cytosol; C:cell-cell junction; C:postsyptic density; C:secretory granule; C:glutamatergic sypse	EC:2.7.12.1; EC:2.7.12.2	Dual-specificity kise; Mitogen-activated protein kise kise	IPR000719 (PFAM); IPR008271 (PROSITE_PATTERNS); IPR000719 (PROSITE_PROFILES)	P:GO:0006468; F:GO:0004672; F:GO:0005524	P:protein phosphorylation; F:protein kise activity; F:ATP binding	4546.69525720544	2.62716124680263	0.423136753479944	6.20877582766431	5.33989314000572e-10	4.13045868892077e-08
Avas.s018.g155.i1	paralog_cluster_08971	NA	Tyrosine kinase, catalytic domain	9.3e-80	304.7	Metazoa	NA	NA	NA	NA	NA	NA	EPHA2_MOUSE | Ephrin type-A receptor 2 OS=Mus musculus OX=10090 GN=Epha2 PE=1 SV=3	575	4.9e-52	P:GO:0001501; P:GO:0001570; P:GO:0001649; P:GO:0001756; P:GO:0001771; P:GO:0002043; P:GO:0003197; P:GO:0006954; P:GO:0010717; P:GO:0010976; P:GO:0010977; P:GO:0014028; P:GO:0014719; P:GO:0016525; P:GO:0018108; P:GO:0021631; P:GO:0021915; P:GO:0021934; P:GO:0021952; P:GO:0030010; P:GO:0030316; P:GO:0031290; P:GO:0032682; P:GO:0032956; P:GO:0033598; P:GO:0036342; P:GO:0043087; P:GO:0043535; P:GO:0045806; P:GO:0046328; P:GO:0046777; P:GO:0046849; P:GO:0048013; P:GO:0048320; P:GO:0050804; P:GO:0050830; P:GO:0050965; P:GO:0051893; P:GO:0051965; P:GO:0060035; P:GO:0060326; P:GO:0060444; P:GO:0060997; P:GO:0061351; P:GO:0070121; P:GO:0070309; P:GO:0070372; P:GO:0070507; P:GO:0071300; P:GO:0071372; P:GO:0097155; P:GO:0097156; P:GO:0099560; P:GO:1901214; P:GO:1901491; P:GO:1902723; P:GO:1902725; P:GO:1903078; P:GO:1904238; F:GO:0005004; F:GO:0005005; F:GO:0008046; F:GO:0019838; F:GO:0044877; C:GO:0005576; C:GO:0005654; C:GO:0005783; C:GO:0005829; C:GO:0005887; C:GO:0009986; C:GO:0015629; C:GO:0030424; C:GO:0031256; C:GO:0031901; C:GO:0031965; C:GO:0032433; C:GO:0045121; C:GO:0098793; C:GO:0098978; C:GO:0098982	P:skeletal system development; P:vasculogenesis; P:osteoblast differentiation; P:somitogenesis; P:immunological sypse formation; P:blood vessel endothelial cell proliferation involved in sprouting angiogenesis; P:endocardial cushion development; P:inflammatory response; P:regulation of epithelial to mesenchymal transition; P:positive regulation of neuron projection development; P:negative regulation of neuron projection development; P:notochord formation; P:skeletal muscle satellite cell activation; P:negative regulation of angiogenesis; P:peptidyl-tyrosine phosphorylation; P:optic nerve morphogenesis; P:neural tube development; P:hindbrain tangential cell migration; P:central nervous system projection neuron axonogenesis; P:establishment of cell polarity; P:osteoclast differentiation; P:retil ganglion cell axon guidance; P:negative regulation of chemokine production; P:regulation of actin cytoskeleton organization; P:mammary gland epithelial cell proliferation; P:post-al tail morphogenesis; P:regulation of GTPase activity; P:regulation of blood vessel endothelial cell migration; P:negative regulation of endocytosis; P:regulation of JNK cascade; P:protein autophosphorylation; P:bone remodeling; P:ephrin receptor sigling pathway; P:axial mesoderm formation; P:modulation of chemical syptic transmission; P:defense response to Gram-positive bacterium; P:detection of temperature stimulus involved in sensory perception of pain; P:regulation of focal adhesion assembly; P:positive regulation of sypse assembly; P:notochord cell development; P:cell chemotaxis; P:branching involved in mammary gland duct morphogenesis; P:dendritic spine morphogenesis; P:neural precursor cell proliferation; P:Kupffer's vesicle development; P:lens fiber cell morphogenesis; P:regulation of ERK1 and ERK2 cascade; P:regulation of microtubule cytoskeleton organization; P:cellular response to retinoic acid; P:cellular response to follicle-stimulating hormone stimulus; P:fasciculation of sensory neuron axon; P:fasciculation of motor neuron axon; P:syptic membrane adhesion; P:regulation of neuron death; P:negative regulation of lymphangiogenesis; P:negative regulation of skeletal muscle satellite cell proliferation; P:negative regulation of satellite cell differentiation; P:positive regulation of protein localization to plasma membrane; P:pericyte cell differentiation; F:GPI-linked ephrin receptor activity; F:transmembrane-ephrin receptor activity; F:axon guidance receptor activity; F:growth factor binding; F:protein-containing complex binding; C:extracellular region; C:nucleoplasm; C:endoplasmic reticulum; C:cytosol; C:integral component of plasma membrane; C:cell surface; C:actin cytoskeleton; C:axon; C:leading edge membrane; C:early endosome membrane; C:nuclear membrane; C:filopodium tip; C:membrane raft; C:presypse; C:glutamatergic sypse; C:GABA-ergic sypse	EC:2.7.10.1	Receptor protein-tyrosine kise	IPR001245 (PFAM); IPR017441 (PROSITE_PATTERNS); IPR008266 (PROSITE_PATTERNS); IPR000719 (PROSITE_PROFILES)	P:GO:0006468; F:GO:0004672; F:GO:0005524	P:protein phosphorylation; F:protein kise activity; F:ATP binding	124.613845552945	2.11702815870754	0.316714349092811	6.68434557755751	2.3195884907358e-11	2.23472210942804e-09
Avas.s019.g65.i1	paralog_cluster_00049	NA	Ras-related C3 botulinum toxin substrate	8.6e-55	220.3	Metazoa	NA	NA	NA	NA	NA	NA	RAC1_DROME | Ras-related protein Rac1 OS=Drosophila melanogaster OX=7227 GN=Rac1 PE=1 SV=2	216	4e-55	P:GO:0001764; P:GO:0001934; P:GO:0002093; P:GO:0002433; P:GO:0002551; P:GO:0003376; P:GO:0003382; P:GO:0006954; P:GO:0006972; P:GO:0007390; P:GO:0007394; P:GO:0007422; P:GO:0007426; P:GO:0007516; P:GO:0007520; P:GO:0007613; P:GO:0008045; P:GO:0008283; P:GO:0008361; P:GO:0009611; P:GO:0010310; P:GO:0010592; P:GO:0010595; P:GO:0010764; P:GO:0014041; P:GO:0016601; P:GO:0019953; P:GO:0021799; P:GO:0021831; P:GO:0021894; P:GO:0030838; P:GO:0030865; P:GO:0031116; P:GO:0031152; P:GO:0032707; P:GO:0033630; P:GO:0035011; P:GO:0035025; P:GO:0035320; P:GO:0035774; P:GO:0043326; P:GO:0043552; P:GO:0043652; P:GO:0045216; P:GO:0045428; P:GO:0045453; P:GO:0045740; P:GO:0046425; P:GO:0048012; P:GO:0048168; P:GO:0048261; P:GO:0048532; P:GO:0048813; P:GO:0048873; P:GO:0050770; P:GO:0050829; P:GO:0050885; P:GO:0051496; P:GO:0051894; P:GO:0051932; P:GO:0060071; P:GO:0060263; P:GO:0060999; P:GO:0061344; P:GO:0071260; P:GO:0071526; P:GO:0071907; P:GO:0072659; P:GO:0090023; P:GO:0090103; P:GO:0097178; P:GO:1900026; P:GO:1902412; P:GO:1902669; P:GO:1904059; P:GO:1904948; P:GO:2000114; P:GO:2000386; F:GO:0003924; F:GO:0005525; F:GO:0019901; F:GO:0030742; F:GO:0031267; F:GO:0031996; F:GO:0042826; F:GO:0044877; F:GO:0048306; F:GO:0051022; F:GO:0051117; C:GO:0000139; C:GO:0000242; C:GO:0001891; C:GO:0005634; C:GO:0005789; C:GO:0005802; C:GO:0005829; C:GO:0005938; C:GO:0030027; C:GO:0030426; C:GO:0031143; C:GO:0031234; C:GO:0031901; C:GO:0031941; C:GO:0032587; C:GO:0036464; C:GO:0043025; C:GO:0043197; C:GO:0048471; C:GO:0055038; C:GO:0060091; C:GO:0098978; C:GO:0101003	P:neuron migration; P:positive regulation of protein phosphorylation; P:auditory receptor cell morphogenesis; P:immune response-regulating cell surface receptor sigling pathway involved in phagocytosis; P:mast cell chemotaxis; P:sphingosine-1-phosphate receptor sigling pathway; P:epithelial cell morphogenesis; P:inflammatory response; P:hyperosmotic response; P:germ-band shortening; P:dorsal closure, elongation of leading edge cells; P:peripheral nervous system development; P:tracheal outgrowth, open tracheal system; P:hemocyte development; P:myoblast fusion; P:memory; P:motor neuron axon guidance; P:cell population proliferation; P:regulation of cell size; P:response to wounding; P:regulation of hydrogen peroxide metabolic process; P:positive regulation of lamellipodium assembly; P:positive regulation of endothelial cell migration; P:negative regulation of fibroblast migration; P:regulation of neuron maturation; P:Rac protein sigl transduction; P:sexual reproduction; P:cerebral cortex radially oriented cell migration; P:embryonic olfactory bulb interneuron precursor migration; P:cerebral cortex GABAergic interneuron development; P:positive regulation of actin filament polymerization; P:cortical cytoskeleton organization; P:positive regulation of microtubule polymerization; P:aggregation involved in sorocarp development; P:negative regulation of interleukin-23 production; P:positive regulation of cell adhesion mediated by integrin; P:melanotic encapsulation of foreign target; P:positive regulation of Rho protein sigl transduction; P:imagil disc-derived wing hair site selection; P:positive regulation of insulin secretion involved in cellular response to glucose stimulus; P:chemotaxis to folate; P:positive regulation of phosphatidylinositol 3-kise activity; P:engulfment of apoptotic cell; P:cell-cell junction organization; P:regulation of nitric oxide biosynthetic process; P:bone resorption; P:positive regulation of D replication; P:regulation of receptor sigling pathway via JAK-STAT; P:hepatocyte growth factor receptor sigling pathway; P:regulation of neurol syptic plasticity; P:negative regulation of receptor-mediated endocytosis; P:atomical structure arrangement; P:dendrite morphogenesis; P:homeostasis of number of cells within a tissue; P:regulation of axonogenesis; P:defense response to Gram-negative bacterium; P:neuromuscular process controlling balance; P:positive regulation of stress fiber assembly; P:positive regulation of focal adhesion assembly; P:syptic transmission, GABAergic; P:Wnt sigling pathway, plar cell polarity pathway; P:regulation of respiratory burst; P:positive regulation of dendritic spine development; P:regulation of cell adhesion involved in heart morphogenesis; P:cellular response to mechanical stimulus; P:semaphorin-plexin sigling pathway; P:determition of digestive tract left/right asymmetry; P:protein localization to plasma membrane; P:positive regulation of neutrophil chemotaxis; P:cochlea morphogenesis; P:ruffle assembly; P:positive regulation of substrate adhesion-dependent cell spreading; P:regulation of mitotic cytokinesis; P:positive regulation of axon guidance; P:regulation of locomotor rhythm; P:midbrain dopaminergic neuron differentiation; P:regulation of establishment of cell polarity; P:positive regulation of ovarian follicle development; F:GTPase activity; F:GTP binding; F:protein kise binding; F:GTP-dependent protein binding; F:small GTPase binding; F:thioesterase binding; F:histone deacetylase binding; F:protein-containing complex binding; F:calcium-dependent protein binding; F:Rho GDP-dissociation inhibitor binding; F:ATPase binding; C:Golgi membrane; C:pericentriolar material; C:phagocytic cup; C:nucleus; C:endoplasmic reticulum membrane; C:trans-Golgi network; C:cytosol; C:cell cortex; C:lamellipodium; C:growth cone; C:pseudopodium; C:extrinsic component of cytoplasmic side of plasma membrane; C:early endosome membrane; C:filamentous actin; C:ruffle membrane; C:cytoplasmic ribonucleoprotein granule; C:neurol cell body; C:dendritic spine; C:perinuclear region of cytoplasm; C:recycling endosome membrane; C:kinocilium; C:glutamatergic sypse; C:ficolin-1-rich granule membrane	EC:3.6.1	Acting on acid anhydrides	IPR001806 (PFAM); PS51420 (PROSITE_PROFILES); PS51419 (PROSITE_PROFILES); IPR001806 (PROSITE_PROFILES)	F:GO:0003924; F:GO:0005525	F:GTPase activity; F:GTP binding	53.7419698469867	5.58367448495809	0.698034753384762	7.99913536952554	1.25295909468874e-15	1.95717076450942e-13
Avas.s019.g94.i1	homolog_cluster_13859	Msx3	Homeodomain	4.8e-24	118.6	Rodentia	NA	7	C:GO:0005634; P:GO:2001251; P:GO:0010629; P:GO:0035067; P:GO:1905268; P:GO:0000122; P:GO:2000113	P:negative regulation of gene expression; P:negative regulation of chromosome organization; P:negative regulation of histone acetylation; P:negative regulation of transcription by RNA polymerase II; C:nucleus; P:negative regulation of chromatin organization; P:negative regulation of cellular macromolecule biosynthetic process	K09341	map05166	MSX3_MOUSE | Homeobox protein MSX-3 OS=Mus musculus OX=10090 GN=Msx3 PE=1 SV=1	290	5.7e-25	P:GO:0000122; P:GO:0002063; P:GO:0002076; P:GO:0003148; P:GO:0003198; P:GO:0003416; P:GO:0008285; P:GO:0009952; P:GO:0023019; P:GO:0030513; P:GO:0032792; P:GO:0035067; P:GO:0035115; P:GO:0035116; P:GO:0035313; P:GO:0035880; P:GO:0043066; P:GO:0045599; P:GO:0045617; P:GO:0045669; P:GO:0048863; P:GO:0051795; P:GO:0060346; P:GO:0060364; P:GO:0060444; P:GO:0061312; P:GO:0070166; P:GO:0071392; P:GO:0090427; P:GO:2000678; P:GO:2001055; F:GO:0000978; F:GO:0001227; F:GO:0005515; C:GO:0005829; C:GO:0016607	P:negative regulation of transcription by R polymerase II; P:chondrocyte development; P:osteoblast development; P:outflow tract septum morphogenesis; P:epithelial to mesenchymal transition involved in endocardial cushion formation; P:endochondral bone growth; P:negative regulation of cell population proliferation; P:anterior/posterior pattern specification; P:sigl transduction involved in regulation of gene expression; P:positive regulation of BMP sigling pathway; P:negative regulation of CREB transcription factor activity; P:negative regulation of histone acetylation; P:embryonic forelimb morphogenesis; P:embryonic hindlimb morphogenesis; P:wound healing, spreading of epidermal cells; P:embryonic il plate morphogenesis; P:negative regulation of apoptotic process; P:negative regulation of fat cell differentiation; P:negative regulation of keratinocyte differentiation; P:positive regulation of osteoblast differentiation; P:stem cell differentiation; P:positive regulation of timing of catagen; P:bone trabecula formation; P:frontal suture morphogenesis; P:branching involved in mammary gland duct morphogenesis; P:BMP sigling pathway involved in heart development; P:emel mineralization; P:cellular response to estradiol stimulus; P:activation of meiosis; P:negative regulation of transcription regulatory region D binding; P:positive regulation of mesenchymal cell apoptotic process; F:R polymerase II cis-regulatory region sequence-specific D binding; F:D-binding transcription repressor activity, R polymerase II-specific; F:protein binding; C:cytosol; C:nuclear speck			IPR001356 (PFAM); IPR017970 (PROSITE_PATTERNS); IPR001356 (PROSITE_PROFILES)	P:GO:0006355; F:GO:0000981; F:GO:0003677	P:regulation of transcription, D-templated; F:D-binding transcription factor activity, R polymerase II-specific; F:D binding	385.758271606773	3.3963610610066	0.346374908471944	9.80544773289116	1.06672872049521e-22	2.72422196572182e-20
Avas.s019.g109.i1	homolog_cluster_13865	EPB41L4A	Erythrocyte membrane protein band 4.1 like 4A	3.2e-57	230.7	Metatheria	NA	3	P:GO:0031032; C:GO:0005856; F:GO:0005200	C:cytoskeleton; F:structural constituent of cytoskeleton; P:actomyosin structure organization	NA	NA	E41LA_HUMAN | Band 4.1-like protein 4A OS=Homo sapiens OX=9606 GN=EPB41L4A PE=1 SV=2	1087	2.3e-58	P:GO:0010628; P:GO:0031032; P:GO:0031175; P:GO:0032989; P:GO:0034613; P:GO:0042060; P:GO:0042552; P:GO:0045216; P:GO:0045785; P:GO:0051549; P:GO:0099612; F:GO:0005198; F:GO:0008092; C:GO:0005634; C:GO:0005829; C:GO:0005856; C:GO:0005911; C:GO:0005938; C:GO:0044304; C:GO:0045177; C:GO:0098590	P:positive regulation of gene expression; P:actomyosin structure organization; P:neuron projection development; P:cellular component morphogenesis; P:cellular protein localization; P:wound healing; P:myelition; P:cell-cell junction organization; P:positive regulation of cell adhesion; P:positive regulation of keratinocyte migration; P:protein localization to axon; F:structural molecule activity; F:cytoskeletal protein binding; C:nucleus; C:cytosol; C:cytoskeleton; C:cell-cell junction; C:cell cortex; C:main axon; C:apical part of cell; C:plasma membrane region			IPR019748 (PFAM); IPR018980 (PFAM); IPR018979 (PFAM); IPR000299 (PROSITE_PROFILES)	C:GO:0005856	C:cytoskeleton	155.636397848835	1.36433642505931	0.266402729152186	5.1213305111447	3.0338735424346e-07	1.4230901289863e-05
