GID;CHROMOSOME
Avas.s009.g182.i1;1
Avas.s009.g183.i1;1
Avas.s009.g184.i1;1
Avas.s009.g185.i1;1
Avas.s009.g194.i1;1
Avas.s009.g196.i1;1
Avas.s009.g197.i1;1
Avas.s009.g199.i1;1
Avas.s009.g211.i1;1
Avas.s009.g216.i1;1
Avas.s009.g218.i1;1
Avas.s009.g219.i1;1
Avas.s009.g220.i1;1
Avas.s009.g222.i1;1
Avas.s009.g223.i1;1
Avas.s009.g225.i1;1
Avas.s009.g226.i1;1
Avas.s009.g227.i1;1
Avas.s009.g228.i1;1
Avas.s009.g229.i1;1
Avas.s009.g230.i1;1
Avas.s009.g231.i1;1
Avas.s009.g232.i1;1
Avas.s009.g234.i1;1
Avas.s009.g236.i1;1
Avas.s009.g237.i1;1
Avas.s009.g239.i1;1
Avas.s009.g241.i1;1
Avas.s009.g241.i3;1
Avas.s009.g241.i2;1
Avas.s009.g242.i1;1
Avas.s009.g244.i1;1
Avas.s009.g245.i1;1
Avas.s009.g246.i1;1
Avas.s009.g249.i1;1
Avas.s009.g250.i1;1
Avas.s009.g251.i1;1
Avas.s009.g252.i1;1
Avas.s009.g253.i1;1
Avas.s009.g254.i1;1
Avas.s009.g260.i1;1
Avas.s009.g261.i1;1
Avas.s009.g269.i1;1
Avas.s009.g271.i1;1
Avas.s009.g277.i1;1
Avas.s009.g278.i1;1
Avas.s009.g279.i1;1
Avas.s009.g280.i1;1
Avas.s009.g281.i1;1
Avas.s009.g282.i1;1
Avas.s009.g283.i1;1
Avas.s009.g289.i1;1
Avas.s009.g780.i1;1
Avas.s009.g292.i1;1
Avas.s009.g294.i1;1
Avas.s009.g295.i1;1
Avas.s009.g296.i1;1
Avas.s009.g297.i1;1
Avas.s009.g300.i1;1
Avas.s009.g302.i1;1
Avas.s009.g303.i1;1
Avas.s009.g306.i1;1
Avas.s009.g309.i1;1
Avas.s009.g311.i1;1
Avas.s009.g314.i1;1
Avas.s009.g315.i1;1
Avas.s009.g316.i1;1
Avas.s009.g318.i1;1
Avas.s009.g319.i1;1
Avas.s009.g321.i1;1
Avas.s009.g328.i1;1
Avas.s009.g329.i1;1
Avas.s009.g331.i1;1
Avas.s009.g332.i1;1
Avas.s009.g334.i1;1
Avas.s009.g337.i1;1
Avas.s009.g339.i1;1
Avas.s009.g340.i1;1
Avas.s009.g344.i1;1
Avas.s009.g347.i1;1
Avas.s009.g348.i1;1
Avas.s009.g349.i1;1
Avas.s009.g350.i2;1
Avas.s009.g350.i1;1
Avas.s009.g352.i1;1
Avas.s009.g354.i1;1
Avas.s009.g361.i1;1
Avas.s009.g362.i1;1
Avas.s009.g363.i1;1
Avas.s009.g364.i1;1
Avas.s009.g367.i1;1
Avas.s009.g367.i2;1
Avas.s009.g368.i1;1
Avas.s009.g374.i1;1
Avas.s009.g375.i1;1
Avas.s009.g377.i1;1
Avas.s009.g379.i1;1
Avas.s009.g380.i1;1
Avas.s009.g383.i1;1
Avas.s009.g385.i1;1
Avas.s009.g386.i1;1
Avas.s009.g387.i1;1
Avas.s009.g398.i1;1
Avas.s009.g400.i1;1
Avas.s009.g402.i1;1
Avas.s009.g403.i1;1
Avas.s009.g404.i1;1
Avas.s009.g405.i1;1
Avas.s009.g407.i1;1
Avas.s009.g408.i1;1
Avas.s009.g412.i1;1
Avas.s009.g413.i1;1
Avas.s009.g416.i1;1
Avas.s009.g420.i1;1
Avas.s009.g421.i1;1
Avas.s009.g422.i1;1
Avas.s009.g425.i1;1
Avas.s009.g427.i1;1
Avas.s009.g428.i1;1
Avas.s009.g430.i1;1
Avas.s009.g431.i1;1
Avas.s009.g432.i1;1
Avas.s009.g436.i1;1
Avas.s009.g437.i1;1
Avas.s009.g438.i1;1
Avas.s009.g439.i1;1
Avas.s009.g444.i1;1
Avas.s009.g448.i1;1
Avas.s009.g449.i1;1
Avas.s009.g451.i1;1
Avas.s009.g452.i1;1
Avas.s009.g454.i1;1
Avas.s009.g459.i1;1
Avas.s009.g456.i1;1
Avas.s009.g460.i1;1
Avas.s009.g461.i1;1
Avas.s009.g466.i1;1
Avas.s009.g470.i1;1
Avas.s009.g473.i1;1
Avas.s009.g475.i1;1
Avas.s009.g476.i1;1
Avas.s009.g478.i1;1
Avas.s009.g483.i1;1
Avas.s009.g485.i1;1
Avas.s009.g486.i1;1
Avas.s009.g489.i1;1
Avas.s009.g490.i1;1
Avas.s009.g493.i1;1
Avas.s009.g494.i1;1
Avas.s009.g496.i1;1
Avas.s009.g497.i1;1
Avas.s009.g503.i1;1
Avas.s009.g504.i1;1
Avas.s009.g506.i1;1
Avas.s009.g507.i1;1
Avas.s009.g510.i1;1
Avas.s009.g512.i1;1
Avas.s009.g513.i1;1
Avas.s009.g516.i1;1
Avas.s009.g517.i1;1
Avas.s009.g518.i1;1
Avas.s009.g519.i1;1
Avas.s009.g520.i1;1
Avas.s009.g522.i1;1
Avas.s009.g523.i1;1
Avas.s009.g524.i1;1
Avas.s009.g525.i1;1
Avas.s009.g526.i1;1
Avas.s009.g528.i1;1
Avas.s009.g533.i1;1
Avas.s009.g534.i1;1
Avas.s009.g539.i1;1
Avas.s009.g540.i1;1
Avas.s009.g549.i1;1
Avas.s009.g553.i1;1
Avas.s009.g567.i1;1
Avas.s009.g568.i1;1
Avas.s009.g594.i1;1
Avas.s009.g596.i1;1
Avas.s009.g604.i1;1
Avas.s009.g611.i1;1
Avas.s009.g613.i1;1
Avas.s009.g614.i1;1
Avas.s009.g619.i1;1
Avas.s009.g620.i1;1
Avas.s009.g632.i1;1
Avas.s009.g643.i1;1
Avas.s009.g646.i1;1
Avas.s009.g654.i1;1
Avas.s009.g655.i1;1
Avas.s009.g656.i1;1
Avas.s009.g658.i1;1
Avas.s009.g669.i1;1
Avas.s009.g676.i1;1
Avas.s009.g677.i1;1
Avas.s009.g679.i1;1
Avas.s009.g683.i1;1
Avas.s009.g684.i1;1
Avas.s009.g686.i1;1
Avas.s009.g687.i1;1
Avas.s009.g694.i1;1
Avas.s009.g696.i1;1
Avas.s009.g699.i1;1
Avas.s009.g705.i1;1
Avas.s009.g707.i1;1
Avas.s009.g708.i1;1
Avas.s009.g710.i1;1
Avas.s009.g712.i1;1
Avas.s009.g717.i1;1
Avas.s009.g718.i1;1
Avas.s009.g719.i1;1
Avas.s009.g724.i1;1
Avas.s009.g726.i1;1
Avas.s009.g728.i1;1
Avas.s009.g730.i1;1
Avas.s009.g731.i1;1
Avas.s009.g733.i1;1
Avas.s009.g735.i1;1
Avas.s009.g736.i1;1
Avas.s009.g737.i1;1
Avas.s009.g744.i1;1
Avas.s009.g747.i1;1
Avas.s009.g749.i1;1
Avas.s009.g754.i1;1
Avas.s009.g755.i1;1
Avas.s009.g757.i1;1
Avas.s009.g758.i1;1
Avas.s009.g758.i2;1
Avas.s009.g759.i1;1
Avas.s009.g760.i1;1
Avas.s009.g762.i1;1
Avas.s009.g764.i1;1
Avas.s009.g766.i1;1
Avas.s010.g10.i1;1
Avas.s010.g16.i1;1
Avas.s010.g17.i1;1
Avas.s010.g18.i1;1
Avas.s010.g20.i1;1
Avas.s010.g21.i1;1
Avas.s010.g22.i1;1
Avas.s010.g23.i1;1
Avas.s010.g26.i1;1
Avas.s010.g27.i1;1
Avas.s010.g28.i1;1
Avas.s010.g29.i1;1
Avas.s010.g31.i1;1
Avas.s010.g33.i1;1
Avas.s010.g34.i1;1
Avas.s010.g35.i1;1
Avas.s010.g36.i1;1
Avas.s010.g38.i1;1
Avas.s010.g41.i1;1
Avas.s010.g42.i1;1
Avas.s010.g43.i1;1
Avas.s010.g44.i1;1
Avas.s010.g46.i1;1
Avas.s010.g48.i1;1
Avas.s010.g49.i1;1
Avas.s010.g55.i1;1
Avas.s010.g57.i1;1
Avas.s010.g58.i1;1
Avas.s010.g59.i1;1
Avas.s010.g60.i1;1
Avas.s010.g61.i1;1
Avas.s010.g62.i1;1
Avas.s010.g63.i1;1
Avas.s010.g64.i1;1
Avas.s010.g66.i1;1
Avas.s010.g65.i1;1
Avas.s010.g67.i1;1
Avas.s010.g68.i1;1
Avas.s010.g75.i1;1
Avas.s010.g82.i1;1
Avas.s010.g81.i1;1
Avas.s010.g84.i1;1
Avas.s010.g85.i1;1
Avas.s010.g85.i2;1
Avas.s010.g86.i1;1
Avas.s010.g87.i1;1
Avas.s010.g88.i1;1
Avas.s010.g89.i1;1
Avas.s010.g102.i1;1
Avas.s010.g103.i1;1
Avas.s010.g104.i1;1
Avas.s010.g109.i1;1
Avas.s010.g111.i1;1
Avas.s010.g116.i1;1
Avas.s010.g117.i1;1
Avas.s010.g118.i1;1
Avas.s010.g119.i1;1
Avas.s010.g120.i1;1
Avas.s010.g121.i1;1
Avas.s010.g122.i1;1
Avas.s010.g123.i1;1
Avas.s010.g124.i1;1
Avas.s010.g125.i1;1
Avas.s010.g128.i1;1
Avas.s010.g129.i1;1
Avas.s010.g140.i1;1
Avas.s010.g141.i1;1
Avas.s010.g142.i1;1
Avas.s010.g151.i1;1
Avas.s010.g153.i1;1
Avas.s010.g156.i1;1
Avas.s010.g157.i1;1
Avas.s010.g160.i1;1
Avas.s010.g162.i1;1
Avas.s010.g167.i1;1
Avas.s010.g170.i1;1
Avas.s010.g174.i1;1
Avas.s010.g176.i1;1
Avas.s010.g180.i1;1
Avas.s010.g183.i1;1
Avas.s010.g191.i1;1
Avas.s010.g189.i1;1
Avas.s010.g194.i1;1
Avas.s010.g196.i1;1
Avas.s010.g192.i1;1
Avas.s010.g193.i1;1
Avas.s010.g203.i1;1
Avas.s010.g209.i1;1
Avas.s010.g210.i1;1
Avas.s010.g222.i1;1
Avas.s010.g226.i1;1
Avas.s010.g235.i1;1
Avas.s010.g241.i1;1
Avas.s010.g247.i1;1
Avas.s010.g253.i1;1
Avas.s010.g254.i1;1
Avas.s010.g255.i1;1
Avas.s010.g262.i1;1
Avas.s010.g263.i1;1
Avas.s010.g282.i1;1
Avas.s010.g288.i1;1
Avas.s010.g291.i1;1
Avas.s010.g291.i2;1
Avas.s010.g295.i1;1
Avas.s010.g300.i1;1
Avas.s010.g302.i1;1
Avas.s010.g303.i1;1
Avas.s010.g304.i1;1
Avas.s010.g305.i1;1
Avas.s010.g306.i1;1
Avas.s010.g307.i1;1
Avas.s010.g309.i1;1
Avas.s010.g310.i1;1
Avas.s010.g312.i1;1
Avas.s010.g314.i1;1
Avas.s010.g316.i1;1
Avas.s010.g318.i1;1
Avas.s010.g319.i1;1
Avas.s010.g320.i1;1
Avas.s010.g321.i1;1
Avas.s010.g323.i1;1
Avas.s010.g324.i1;1
Avas.s010.g329.i1;1
Avas.s010.g330.i1;1
Avas.s010.g331.i1;1
Avas.s010.g333.i1;1
Avas.s010.g335.i1;1
Avas.s010.g339.i1;1
Avas.s010.g340.i1;1
Avas.s010.g341.i1;1
Avas.s010.g344.i1;1
Avas.s010.g350.i1;1
Avas.s010.g350.i2;1
Avas.s010.g352.i1;1
Avas.s010.g354.i1;1
Avas.s010.g354.i2;1
Avas.s010.g355.i1;1
Avas.s010.g356.i1;1
Avas.s010.g357.i1;1
Avas.s010.g360.i1;1
Avas.s010.g361.i1;1
Avas.s010.g362.i1;1
Avas.s010.g366.i1;1
Avas.s010.g367.i1;1
Avas.s010.g368.i1;1
Avas.s010.g369.i1;1
Avas.s010.g373.i1;1
Avas.s010.g379.i1;1
Avas.s010.g380.i1;1
Avas.s010.g381.i1;1
Avas.s010.g384.i1;1
Avas.s010.g387.i1;1
Avas.s010.g389.i1;1
Avas.s010.g395.i1;1
Avas.s010.g394.i1;1
Avas.s010.g398.i1;1
Avas.s010.g400.i1;1
Avas.s010.g401.i1;1
Avas.s010.g403.i1;1
Avas.s010.g404.i1;1
Avas.s010.g405.i1;1
Avas.s010.g408.i1;1
Avas.s010.g409.i1;1
Avas.s010.g410.i2;1
Avas.s010.g410.i1;1
Avas.s010.g414.i1;1
Avas.s010.g415.i1;1
Avas.s010.g419.i1;1
Avas.s010.g420.i1;1
Avas.s010.g421.i1;1
Avas.s010.g422.i1;1
Avas.s010.g423.i1;1
Avas.s010.g424.i1;1
Avas.s010.g430.i1;1
Avas.s010.g431.i1;1
Avas.s010.g432.i1;1
Avas.s010.g434.i1;1
Avas.s010.g437.i1;1
Avas.s010.g440.i1;1
Avas.s010.g441.i1;1
Avas.s010.g443.i1;1
Avas.s010.g444.i1;1
Avas.s010.g445.i1;1
Avas.s010.g446.i1;1
Avas.s010.g448.i1;1
Avas.s010.g449.i1;1
Avas.s010.g450.i1;1
Avas.s010.g451.i1;1
Avas.s010.g452.i1;1
Avas.s010.g453.i1;1
Avas.s010.g454.i1;1
Avas.s010.g456.i1;1
Avas.s010.g457.i1;1
Avas.s010.g459.i1;1
Avas.s010.g460.i1;1
Avas.s010.g462.i1;1
Avas.s010.g463.i1;1
Avas.s010.g467.i1;1
Avas.s010.g469.i1;1
Avas.s010.g470.i1;1
Avas.s010.g471.i1;1
Avas.s010.g474.i1;1
Avas.s010.g475.i1;1
Avas.s010.g473.i1;1
Avas.s010.g477.i1;1
Avas.s010.g478.i1;1
Avas.s010.g480.i1;1
Avas.s010.g481.i1;1
Avas.s010.g482.i1;1
Avas.s010.g483.i1;1
Avas.s010.g484.i1;1
Avas.s010.g484.i2;1
Avas.s010.g484.i3;1
Avas.s010.g486.i1;1
Avas.s010.g488.i1;1
Avas.s010.g490.i1;1
Avas.s010.g492.i1;1
Avas.s010.g495.i1;1
Avas.s010.g496.i1;1
Avas.s010.g497.i1;1
Avas.s010.g499.i1;1
Avas.s010.g500.i1;1
Avas.s010.g501.i1;1
Avas.s010.g502.i1;1
Avas.s010.g504.i1;1
Avas.s010.g506.i1;1
Avas.s010.g507.i1;1
Avas.s010.g509.i1;1
Avas.s010.g510.i1;1
Avas.s010.g511.i1;1
Avas.s010.g513.i1;1
Avas.s010.g514.i1;1
Avas.s010.g516.i1;1
Avas.s010.g517.i1;1
Avas.s010.g518.i1;1
Avas.s010.g519.i1;1
Avas.s010.g521.i1;1
Avas.s010.g522.i1;1
Avas.s010.g523.i1;1
Avas.s010.g527.i1;1
Avas.s010.g528.i1;1
Avas.s010.g529.i1;1
Avas.s010.g530.i1;1
Avas.s010.g531.i1;1
Avas.s010.g532.i1;1
Avas.s010.g533.i1;1
Avas.s010.g534.i1;1
Avas.s010.g537.i1;1
Avas.s010.g539.i1;1
Avas.s010.g540.i1;1
Avas.s010.g544.i1;1
Avas.s010.g545.i1;1
Avas.s010.g546.i1;1
Avas.s010.g547.i1;1
Avas.s010.g549.i1;1
Avas.s010.g551.i1;1
Avas.s010.g552.i1;1
Avas.s010.g553.i1;1
Avas.s010.g555.i1;1
Avas.s010.g557.i1;1
Avas.s010.g558.i1;1
Avas.s010.g560.i1;1
Avas.s010.g561.i1;1
Avas.s010.g562.i1;1
Avas.s010.g564.i1;1
Avas.s010.g565.i1;1
Avas.s010.g566.i1;1
Avas.s010.g567.i1;1
Avas.s010.g568.i1;1
Avas.s010.g569.i1;1
Avas.s010.g571.i1;1
Avas.s010.g579.i1;1
Avas.s010.g581.i1;1
Avas.s010.g582.i1;1
Avas.s010.g583.i1;1
Avas.s010.g586.i1;1
Avas.s010.g587.i1;1
Avas.s010.g588.i1;1
Avas.s010.g592.i1;1
Avas.s010.g593.i1;1
Avas.s010.g594.i1;1
Avas.s010.g595.i1;1
Avas.s010.g596.i1;1
Avas.s010.g599.i1;1
Avas.s010.g600.i1;1
Avas.s010.g601.i1;1
Avas.s010.g602.i1;1
Avas.s010.g603.i1;1
Avas.s010.g604.i1;1
Avas.s010.g606.i1;1
Avas.s010.g607.i1;1
Avas.s010.g612.i1;1
Avas.s010.g614.i1;1
Avas.s010.g615.i1;1
Avas.s010.g622.i1;1
Avas.s010.g624.i1;1
Avas.s010.g626.i1;1
Avas.s010.g627.i1;1
Avas.s010.g629.i1;1
Avas.s010.g634.i1;1
Avas.s010.g635.i1;1
Avas.s010.g636.i1;1
Avas.s010.g640.i1;1
Avas.s010.g641.i1;1
Avas.s010.g642.i1;1
Avas.s010.g643.i1;1
Avas.s010.g644.i1;1
Avas.s010.g648.i1;1
Avas.s010.g649.i1;1
Avas.s010.g650.i1;1
Avas.s010.g651.i1;1
Avas.s010.g655.i1;1
Avas.s010.g657.i1;1
Avas.s010.g668.i1;1
Avas.s010.g669.i1;1
Avas.s010.g673.i1;1
Avas.s010.g681.i1;1
Avas.s010.g682.i1;1
Avas.s010.g685.i1;1
Avas.s010.g686.i1;1
Avas.s010.g688.i1;1
Avas.s010.g689.i1;1
Avas.s010.g690.i1;1
Avas.s010.g691.i1;1
Avas.s010.g692.i2;1
Avas.s010.g692.i1;1
Avas.s010.g695.i1;1
Avas.s010.g697.i1;1
Avas.s010.g698.i1;1
Avas.s010.g701.i1;1
Avas.s010.g704.i1;1
Avas.s010.g705.i1;1
Avas.s010.g706.i1;1
Avas.s010.g708.i1;1
Avas.s010.g710.i1;1
Avas.s010.g711.i1;1
Avas.s010.g712.i1;1
Avas.s010.g714.i1;1
Avas.s010.g716.i1;1
Avas.s010.g717.i1;1
Avas.s010.g718.i1;1
Avas.s010.g719.i1;1
Avas.s010.g724.i1;1
Avas.s010.g726.i1;1
Avas.s010.g727.i1;1
Avas.s010.g730.i1;1
Avas.s010.g732.i1;1
Avas.s010.g734.i1;1
Avas.s011.g10.i1;1
Avas.s011.g11.i1;1
Avas.s011.g14.i1;1
Avas.s011.g16.i1;1
Avas.s011.g19.i1;1
Avas.s011.g20.i1;1
Avas.s011.g21.i1;1
Avas.s011.g23.i1;1
Avas.s011.g24.i1;1
Avas.s011.g25.i1;1
Avas.s011.g29.i1;1
Avas.s011.g30.i1;1
Avas.s011.g29.i2;1
Avas.s011.g28.i1;1
Avas.s011.g31.i1;1
Avas.s011.g32.i1;1
Avas.s011.g33.i1;1
Avas.s011.g34.i1;1
Avas.s011.g35.i1;1
Avas.s011.g39.i1;1
Avas.s011.g40.i2;1
Avas.s011.g40.i1;1
Avas.s011.g41.i1;1
Avas.s011.g44.i1;1
Avas.s011.g46.i1;1
Avas.s011.g45.i1;1
Avas.s011.g48.i1;1
Avas.s011.g49.i1;1
Avas.s011.g50.i1;1
Avas.s011.g51.i1;1
Avas.s011.g52.i1;1
Avas.s011.g53.i1;1
Avas.s011.g54.i1;1
Avas.s011.g55.i1;1
Avas.s011.g56.i1;1
Avas.s011.g57.i1;1
Avas.s011.g58.i1;1
Avas.s011.g61.i1;1
Avas.s011.g63.i1;1
Avas.s011.g64.i1;1
Avas.s011.g68.i1;1
Avas.s011.g69.i1;1
Avas.s011.g70.i1;1
Avas.s011.g71.i1;1
Avas.s011.g72.i1;1
Avas.s011.g73.i1;1
Avas.s011.g78.i1;1
Avas.s011.g79.i1;1
Avas.s011.g80.i1;1
Avas.s011.g81.i1;1
Avas.s011.g82.i1;1
Avas.s011.g84.i1;1
Avas.s011.g83.i1;1
Avas.s011.g86.i1;1
Avas.s011.g87.i1;1
Avas.s011.g88.i1;1
Avas.s011.g89.i1;1
Avas.s011.g90.i1;1
Avas.s011.g92.i1;1
Avas.s011.g93.i1;1
Avas.s011.g95.i1;1
Avas.s011.g96.i1;1
Avas.s011.g97.i1;1
Avas.s011.g99.i1;1
Avas.s011.g101.i1;1
Avas.s011.g102.i1;1
Avas.s011.g103.i1;1
Avas.s011.g104.i1;1
Avas.s011.g105.i1;1
Avas.s011.g107.i1;1
Avas.s011.g108.i1;1
Avas.s011.g109.i1;1
Avas.s011.g110.i1;1
Avas.s011.g112.i1;1
Avas.s011.g111.i1;1
Avas.s011.g113.i1;1
Avas.s011.g114.i1;1
Avas.s011.g115.i1;1
Avas.s011.g116.i1;1
Avas.s011.g118.i1;1
Avas.s011.g119.i1;1
Avas.s011.g120.i1;1
Avas.s011.g121.i1;1
Avas.s011.g122.i1;1
Avas.s011.g124.i1;1
Avas.s011.g125.i1;1
Avas.s011.g126.i1;1
Avas.s011.g127.i1;1
Avas.s011.g130.i1;1
Avas.s011.g131.i1;1
Avas.s011.g132.i1;1
Avas.s011.g133.i1;1
Avas.s011.g135.i1;1
Avas.s011.g136.i1;1
Avas.s011.g137.i1;1
Avas.s011.g142.i1;1
Avas.s011.g143.i1;1
Avas.s011.g145.i1;1
Avas.s011.g146.i1;1
Avas.s011.g147.i1;1
Avas.s011.g151.i1;1
Avas.s011.g152.i2;1
Avas.s011.g152.i1;1
Avas.s011.g154.i1;1
Avas.s011.g155.i1;1
Avas.s011.g159.i1;1
Avas.s011.g166.i1;1
Avas.s011.g177.i1;1
Avas.s011.g179.i1;1
Avas.s011.g192.i1;1
Avas.s011.g194.i1;1
Avas.s011.g195.i1;1
Avas.s011.g204.i1;1
Avas.s011.g207.i1;1
Avas.s011.g209.i1;1
Avas.s011.g210.i1;1
Avas.s011.g215.i1;1
Avas.s011.g217.i1;1
Avas.s011.g222.i1;1
Avas.s011.g225.i1;1
Avas.s011.g229.i1;1
Avas.s011.g231.i1;1
Avas.s011.g233.i1;1
Avas.s011.g236.i1;1
Avas.s011.g238.i1;1
Avas.s011.g239.i1;1
Avas.s011.g241.i1;1
Avas.s011.g248.i1;1
Avas.s011.g247.i1;1
Avas.s011.g252.i1;1
Avas.s011.g263.i1;1
Avas.s011.g265.i1;1
Avas.s011.g277.i1;1
Avas.s011.g283.i1;1
Avas.s011.g288.i1;1
Avas.s011.g302.i1;1
Avas.s011.g307.i1;1
Avas.s011.g325.i1;1
Avas.s011.g329.i1;1
Avas.s011.g336.i1;1
Avas.s011.g350.i1;1
Avas.s011.g344.i1;1
Avas.s011.g346.i1;1
Avas.s011.g347.i1;1
Avas.s011.g354.i1;1
Avas.s011.g363.i1;1
Avas.s011.g364.i1;1
Avas.s011.g372.i1;1
Avas.s011.g374.i1;1
Avas.s011.g377.i1;1
Avas.s011.g380.i1;1
Avas.s011.g381.i1;1
Avas.s011.g384.i1;1
Avas.s011.g385.i1;1
Avas.s011.g389.i1;1
Avas.s011.g391.i1;1
Avas.s011.g402.i1;1
Avas.s011.g403.i1;1
Avas.s011.g404.i1;1
Avas.s011.g405.i1;1
Avas.s011.g413.i1;1
Avas.s011.g417.i1;1
Avas.s011.g419.i1;1
Avas.s011.g421.i1;1
Avas.s011.g421.i2;1
Avas.s011.g422.i1;1
Avas.s011.g429.i1;1
Avas.s011.g430.i1;1
Avas.s011.g432.i1;1
Avas.s011.g434.i1;1
Avas.s011.g436.i1;1
Avas.s011.g440.i1;1
Avas.s011.g442.i1;1
Avas.s011.g443.i1;1
Avas.s011.g444.i1;1
Avas.s011.g445.i1;1
Avas.s011.g446.i1;1
Avas.s011.g447.i1;1
Avas.s011.g450.i1;1
Avas.s011.g451.i1;1
Avas.s011.g453.i1;1
Avas.s011.g454.i1;1
Avas.s011.g462.i1;1
Avas.s011.g465.i1;1
Avas.s011.g468.i1;1
Avas.s011.g469.i1;1
Avas.s011.g473.i1;1
Avas.s011.g474.i1;1
Avas.s011.g475.i1;1
Avas.s011.g476.i1;1
Avas.s011.g479.i1;1
Avas.s011.g480.i1;1
Avas.s011.g481.i1;1
Avas.s011.g482.i1;1
Avas.s011.g483.i1;1
Avas.s011.g484.i1;1
Avas.s011.g485.i1;1
Avas.s011.g487.i1;1
Avas.s011.g491.i1;1
Avas.s011.g494.i1;1
Avas.s011.g497.i1;1
Avas.s011.g498.i1;1
Avas.s011.g501.i1;1
Avas.s011.g504.i1;1
Avas.s011.g505.i1;1
Avas.s011.g507.i1;1
Avas.s011.g527.i1;1
Avas.s011.g531.i1;1
Avas.s011.g534.i1;1
Avas.s011.g535.i1;1
Avas.s011.g536.i1;1
Avas.s011.g537.i1;1
Avas.s011.g538.i1;1
Avas.s011.g539.i1;1
Avas.s011.g541.i1;1
Avas.s011.g542.i1;1
Avas.s011.g543.i1;1
Avas.s011.g545.i1;1
Avas.s011.g546.i1;1
Avas.s011.g547.i1;1
Avas.s011.g548.i1;1
Avas.s011.g552.i1;1
Avas.s011.g551.i1;1
Avas.s011.g553.i1;1
Avas.s011.g554.i1;1
Avas.s011.g556.i1;1
Avas.s011.g557.i1;1
Avas.s011.g560.i1;1
Avas.s011.g561.i1;1
Avas.s011.g563.i1;1
Avas.s011.g565.i1;1
Avas.s011.g566.i1;1
Avas.s011.g568.i1;1
Avas.s011.g570.i1;1
Avas.s011.g572.i1;1
Avas.s011.g575.i1;1
Avas.s011.g576.i1;1
Avas.s011.g577.i1;1
Avas.s011.g578.i1;1
Avas.s011.g579.i1;1
Avas.s011.g580.i1;1
Avas.s011.g581.i1;1
Avas.s011.g582.i1;1
Avas.s011.g586.i1;1
Avas.s011.g587.i1;1
Avas.s011.g589.i1;1
Avas.s011.g592.i1;1
Avas.s011.g594.i1;1
Avas.s011.g596.i1;1
Avas.s011.g598.i1;1
Avas.s011.g605.i1;1
Avas.s011.g607.i1;1
Avas.s011.g608.i1;1
Avas.s011.g611.i1;1
Avas.s011.g613.i1;1
Avas.s011.g612.i1;1
Avas.s011.g616.i1;1
Avas.s011.g617.i1;1
Avas.s011.g618.i1;1
Avas.s011.g620.i1;1
Avas.s011.g621.i1;1
Avas.s011.g624.i1;1
Avas.s011.g625.i1;1
Avas.s011.g626.i1;1
Avas.s011.g627.i1;1
Avas.s011.g628.i1;1
Avas.s011.g629.i1;1
Avas.s011.g630.i1;1
Avas.s011.g631.i1;1
Avas.s011.g633.i1;1
Avas.s011.g632.i1;1
Avas.s011.g637.i1;1
Avas.s011.g639.i1;1
Avas.s011.g640.i1;1
Avas.s011.g642.i1;1
Avas.s011.g643.i1;1
Avas.s011.g645.i1;1
Avas.s011.g646.i1;1
Avas.s011.g648.i1;1
Avas.s011.g650.i1;1
Avas.s011.g653.i1;1
Avas.s011.g654.i1;1
Avas.s011.g655.i1;1
Avas.s011.g656.i1;1
Avas.s011.g659.i1;1
Avas.s011.g660.i1;1
Avas.s011.g661.i1;1
Avas.s011.g663.i1;1
Avas.s011.g664.i1;1
Avas.s011.g667.i1;1
Avas.s011.g668.i1;1
Avas.s011.g672.i1;1
Avas.s011.g673.i1;1
Avas.s011.g674.i1;1
Avas.s011.g678.i1;1
Avas.s011.g682.i1;1
Avas.s011.g683.i1;1
Avas.s011.g684.i1;1
Avas.s011.g685.i1;1
Avas.s011.g686.i1;1
Avas.s011.g687.i1;1
Avas.s011.g688.i1;1
Avas.s011.g689.i1;1
Avas.s011.g690.i1;1
Avas.s011.g695.i1;1
Avas.s011.g696.i1;1
Avas.s011.g698.i1;1
Avas.s011.g700.i1;1
Avas.s011.g701.i1;1
Avas.s011.g704.i1;1
Avas.s011.g705.i1;1
Avas.s011.g707.i1;1
Avas.s011.g718.i1;1
Avas.s011.g719.i1;1
Avas.s011.g721.i1;1
Avas.s011.g722.i1;1
Avas.s011.g723.i1;1
Avas.s011.g724.i1;1
Avas.s011.g725.i1;1
Avas.s012.g4.i1;1
Avas.s012.g5.i1;1
Avas.s012.g6.i1;1
Avas.s012.g19.i1;1
Avas.s012.g27.i1;1
Avas.s012.g32.i1;1
Avas.s012.g34.i1;1
Avas.s012.g40.i1;1
Avas.s012.g63.i1;1
Avas.s012.g65.i1;1
Avas.s012.g66.i1;1
Avas.s012.g69.i1;1
Avas.s012.g85.i1;1
Avas.s012.g89.i1;1
Avas.s012.g90.i1;1
Avas.s012.g93.i1;1
Avas.s012.g98.i1;1
Avas.s012.g100.i1;1
Avas.s012.g103.i1;1
Avas.s012.g108.i1;1
Avas.s012.g110.i1;1
Avas.s012.g119.i1;1
Avas.s012.g129.i1;1
Avas.s012.g139.i1;1
Avas.s012.g141.i1;1
Avas.s012.g143.i1;1
Avas.s012.g144.i1;1
Avas.s012.g145.i1;1
Avas.s012.g150.i1;1
Avas.s012.g153.i1;1
Avas.s012.g157.i1;1
Avas.s012.g159.i1;1
