gene_id	Aphrocallistes_vastus	Oopsacas_minuta	Hyalonema_populiferum	Rosella_fibulata	Sympagella_nux	Euplectella_aspergillum	Amphidiscella_abyssalis	Aulocalyx_serialis	Bolosoma_cyanae	Caulophacus_discohexaster	Chaunoplectella_sp	Corbitella_sp	Eurete_sp	Farrea_occa	Farrea_similaris	Lanuginellinae_sp	Regadrella_okinoseana	Saccocalyx_tetractinus	Trychella_sp	Walteria_leuckarti	Amphimedon_queenslandica	Ephydatia_muelleri
477939at33208	1	1	0	0.01	1	0	0	0.01	0.01	0.01	0.01	0	1	1	0	0.01	1	0.01	1	0.01	1	1
477998at33208	1	1	0	100	100	0	1	1	100	1	100	0.01	100	1	0.01	1	100	1	1	100	1	1
478073at33208	1	1	1	100	1	1	1	100	100	100	100	100	100	100	100	100	100	1	100	100	1	1
478984at33208	1	1	0	0	1	1	0.01	1	1	1	1	0	1	1	0	1	1	1	1	100	1	1
480700at33208	1	1	0	0	1	1	1	100	1	1	100	1	1	1	1	1	1	1	1	100	1	1
480735at33208	1	1	0	1	1	1	0.01	100	1	1	1	0.01	1	1	0.01	1	0.01	1	1	100	100	1
481557at33208	1	1	1	0.01	1	0.01	0.01	1	1	1	1	0.01	1	1	0	1	1	0.01	1	0.01	1	1
482691at33208	1	1	0	100	1	0.01	1	100	1	100	100	0.01	1	1	1	1	1	1	1	100	1	1
483489at33208	1	1	0	0.01	1	1	1	100	1	1	1	1	1	1	1	1	1	0.01	100	1	0.01	1
485003at33208	1	1	0.01	100	1	1	1	100	100	100	1	0.01	1	1	1	1	1	1	1	1	1	100
485696at33208	1	1	0	1	1	1	0.01	1	1	100	100	1	1	1	1	1	100	1	1	100	1	0.01
486370at33208	1	1	0	100	100	1	1	100	1	1	1	0	1	1	0	1	1	0	1	100	1	1
486431at33208	1	1	0.01	1	1	0	0	0.01	100	1	0.01	0	1	1	0	1	1	0	1	0.01	1	1
486743at33208	1	0.01	0	0.01	0.01	0	0.01	0.01	0	0.01	0.01	0	1	1	0	0	0.01	0.01	0	0.01	100	100
486993at33208	1	1	0.01	1	1	1	1	1	1	1	1	0.01	1	1	0.01	0.01	1	0	1	1	1	0
487873at33208	1	0	0	0.01	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0.01
487987at33208	1	1	0.01	0	1	0.01	0.01	100	1	1	1	0.01	1	1	0	1	1	0.01	1	1	1	100
488559at33208	1	1	0	1	1	0	1	100	100	100	1	0	1	1	0	1	1	1	1	1	1	100
488635at33208	1	1	0	0.01	1	0	0	1	100	1	0.01	0	1	0.01	0	1	1	0	1	0.01	1	1
489359at33208	1	1	0	100	1	1	1	100	1	100	100	0.01	1	1	1	1	100	1	1	100	1	100
489858at33208	1	1	0	0	1	0	1	1	1	1	1	0.01	100	1	1	1	1	1	1	1	1	1
489997at33208	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0
490248at33208	1	0	0	1	1	0.01	1	1	1	1	100	0.01	1	1	1	1	1	0.01	1	100	1	1
490961at33208	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0.01	0.01	0	0	0.01	0	0	0	1	0
491252at33208	1	1	0	0.01	1	1	0	1	1	1	1	0.01	1	1	0	1	1	1	1	100	1	1
491289at33208	1	1	0	100	1	1	0.01	1	1	1	100	0	1	0	0	1	1	1	1	1	1	1
492033at33208	1	1	0.01	0.01	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	100	1	0
493148at33208	1	1	0	0	0	0	0	1	0.01	0	0.01	0	1	1	0	0	1	0	1	0	1	100
493505at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
493913at33208	1	0.01	100	0.01	1	1	0.01	1	1	0.01	1	0.01	1	1	0	0.01	1	0	1	1	1	1
494057at33208	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0.01	100	1	0.01	1	100	1	1
495100at33208	1	1	1	100	1	1	1	1	100	1	1	1	1	1	1	1	1	1	1	100	1	1
495175at33208	100	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	0.01	1	1
495207at33208	1	1	0	1	100	1	1	1	1	1	100	0	1	1	0	0.01	100	0.01	1	1	100	1
495311at33208	1	1	0	0.01	1	0.01	0.01	1	1	0.01	1	0	100	1	0.01	0	1	1	1	0.01	1	0
495329at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
495389at33208	1	1	1	0.01	1	1	1	100	0.01	100	100	1	1	1	0.01	1	100	0.01	1	1	1	1
495605at33208	1	1	0	1	1	0	0.01	100	1	0.01	100	1	1	1	0.01	1	1	0.01	1	1	100	0.01
495802at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
495926at33208	1	1	0	0	1	0	0	0	0	100	1	0	0	1	0	1	1	0	1	100	1	0
496070at33208	1	1	0	0.01	1	1	0.01	100	1	100	1	0	1	1	0.01	1	1	0.01	1	100	1	100
496219at33208	1	1	0	1	1	0	0.01	100	100	100	100	1	100	100	0.01	100	100	1	1	1	1	1
498535at33208	1	1	0	0	1	0.01	0	1	0.01	100	1	0	1	1	1	1	100	0	1	100	1	0.01
500261at33208	1	1	0	0.01	1	0.01	0.01	1	1	1	100	0.01	1	100	0	1	1	0	1	1	1	0
500808at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.01	0	0
501396at33208	0	1	0	0	100	0	0	1	1	1	1	0	1	1	0	100	1	0	1	1	1	1
501546at33208	1	1	0	1	1	1	1	100	100	100	100	1	1	1	1	100	1	1	1	100	1	1
501788at33208	1	1	1	1	1	1	0	100	1	1	100	0	0	1	0	1	1	1	1	1	1	100
502128at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.01	0	0	0	1	1
502407at33208	1	1	1	0.01	1	0.01	0.01	100	1	1	100	0.01	1	1	0.01	1	1	0.01	1	100	1	1
502429at33208	1	0	0	0	1	1	0	100	1	0	1	0	1	1	0	1	100	1	1	1	1	0
502584at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
502691at33208	1	1	0.01	1	1	0.01	1	100	1	1	100	0.01	100	100	0	100	1	0	1	100	1	100
503333at33208	1	1	0.01	1	0.01	1	0.01	100	1	1	1	0.01	1	1	0.01	1	100	1	1	1	1	100
503828at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1
504207at33208	100	1	0	0.01	1	0.01	0.01	100	100	0.01	100	0	1	1	0	1	1	1	1	1	1	1
504292at33208	1	1	1	1	1	1	1	100	100	100	100	1	100	100	0.01	100	100	1	1	100	1	1
504691at33208	0	0	0	0	0	0	0	100	1	0	1	0	1	0	0	1	0	0	0	0	1	1
504731at33208	1	1	100	1	1	1	1	100	1	1	100	1	1	1	1	1	100	1	1	100	1	1
504912at33208	0.01	1	0.01	1	1	0	1	100	100	100	100	1	0.01	0.01	0.01	100	1	1	1	100	0.01	0
505248at33208	1	1	0	1	1	1	0	100	1	1	1	0	1	1	0	1	1	0	1	1	1	1
505718at33208	1	1	0	0	0	0	0.01	0	1	0	1	0	1	1	0	0	1	0	1	1	1	1
508188at33208	1	1	0	0.01	0.01	0	0.01	100	1	0.01	1	0.01	1	1	0.01	1	1	1	100	1	1	1
508379at33208	1	1	0	1	1	0	0	100	1	1	100	0	1	1	0	1	1	0	1	1	1	1
508986at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01
509494at33208	1	1	1	1	1	100	100	100	100	100	100	100	100	100	100	100	100	100	1	100	1	0
509816at33208	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	100
510174at33208	1	1	0	1	1	1	0	1	1	1	1	0.01	1	1	0	1	1	0	1	0.01	1	1
510522at33208	1	1	0	0.01	1	1	0.01	1	1	1	1	0.01	1	1	0	1	1	0.01	1	0.01	1	0
510581at33208	1	1	0	0	1	1	0.01	1	1	1	1	0	1	1	0.01	0.01	100	1	1	1	1	1
511272at33208	1	1	0.01	0	1	0	0.01	1	1	100	1	0.01	100	100	0	1	100	0	1	1	100	1
511386at33208	1	1	0	1	1	1	0	1	1	1	100	1	1	1	0.01	1	1	1	1	1	1	100
511575at33208	1	1	0	0.01	1	0.01	1	100	1	1	1	0.01	1	1	0.01	1	1	0	1	1	1	1
511668at33208	1	1	0	1	100	0	0	1	100	1	100	0	1	1	0	100	100	0	1	1	1	1
514121at33208	1	1	0	1	1	1	0	100	1	1	100	0	1	1	1	1	1	1	1	100	1	100
514296at33208	1	1	0.01	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01	1	1	1	0.01
514565at33208	1	1	1	0.01	1	1	1	1	1	0.01	100	1	1	1	0.01	1	1	0.01	1	100	1	1
514675at33208	1	1	0	0	1	1	0	1	1	1	1	0.01	1	1	0.01	1	1	0	1	1	1	1
514698at33208	1	1	100	1	1	1	0.01	100	1	1	100	1	1	1	1	1	1	1	1	100	1	1
514724at33208	1	1	0	0	1	1	0	1	1	1	100	0	1	1	0	1	100	0	1	100	1	1
514727at33208	1	0.01	0.01	0.01	0.01	0.01	0	0.01	0	0.01	0.01	0.01	1	1	0.01	0.01	0.01	0.01	1	0	1	1
514740at33208	1	0.01	0	1	1	1	1	100	1	1	100	1	1	1	0.01	1	1	0	1	100	1	100
514834at33208	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100	1	100
514892at33208	1	1	0	0	1	1	0	0.01	1	1	1	0	1	1	0	1	1	0	1	0.01	1	1
515058at33208	100	1	0	0.01	1	0	0	1	0	1	1	0	1	1	0	1	1	0	0	1	1	1
515377at33208	100	100	0.01	0.01	1	1	1	100	1	100	1	1	100	100	1	100	100	1	100	100	1	0.01
515410at33208	1	1	0	0	1	0.01	0	1	1	1	0.01	0.01	1	1	0	1	1	0.01	1	1	1	0
515425at33208	100	1	0	0.01	100	1	1	100	100	100	100	1	100	100	1	1	100	1	100	100	100	100
515528at33208	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1
515640at33208	1	1	0	1	100	1	1	100	100	1	100	0	1	1	1	1	1	1	1	100	1	100
516078at33208	1	1	0	1	100	1	0	1	0.01	1	1	0	100	100	0	100	1	0	0.01	1	1	1
516321at33208	1	1	0	1	1	1	1	100	1	100	100	1	1	1	0	100	1	1	1	1	1	1
516481at33208	1	1	0	1	1	0	0.01	1	1	1	1	0	1	1	0	1	1	0	100	0.01	1	1
516659at33208	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0
516716at33208	1	1	0	0	100	0.01	0	0.01	0.01	0.01	0.01	0	1	1	0.01	0.01	0.01	0	0.01	0.01	1	1
517311at33208	100	1	0	1	1	0.01	1	100	1	1	100	1	1	1	1	1	1	1	1	100	1	1
517525at33208	1	1	100	100	1	1	1	1	100	1	1	0	1	100	0.01	100	1	1	1	100	1	100
517686at33208	1	1	0	1	1	1	1	100	1	100	100	1	1	100	1	100	100	1	1	100	1	0
517968at33208	1	1	0	1	1	0.01	1	100	1	100	100	1	1	1	1	100	1	1	1	100	1	0
518288at33208	1	1	0	0.01	1	1	0.01	100	1	1	1	0.01	1	1	0	0.01	1	1	1	100	1	1
518569at33208	1	0	1	1	1	1	100	100	1	1	1	0.01	1	1	0.01	1	1	1	1	100	1	1
518635at33208	1	0.01	0	0	0.01	0.01	0	0.01	0	0	0	0	1	1	0	1	1	0	0	0.01	0	1
519030at33208	1	1	0	1	1	0	1	1	1	100	1	0.01	1	1	1	1	100	0	1	100	1	0
519303at33208	1	1	0	0	1	0	0	1	1	0.01	0	0	1	1	0	0	1	0	1	0.01	1	0
519777at33208	1	1	0.01	0.01	1	0	0.01	0.01	1	0	0.01	0.01	1	1	0	0	1	0.01	1	0.01	1	100
520011at33208	1	1	0	1	1	1	0	1	1	1	1	0	1	0.01	0	1	1	0.01	0.01	100	1	1
521343at33208	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0.01	1	0	1	1	1	0
522886at33208	1	1	0	0	100	0	0	1	0	1	1	0	1	0.01	0	0.01	1	0	1	0.01	1	1
522988at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
523206at33208	1	1	0	1	1	1	1	1	100	100	100	0	1	1	0	1	1	1	1	100	1	0.01
523376at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
523534at33208	1	1	0.01	1	1	1	1	100	1	1	100	0	1	1	0	1	1	0	1	100	1	1
524148at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100
524165at33208	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	1	0	1	100
524322at33208	1	1	0	0	0.01	0	1	1	1	0.01	1	1	100	1	0	1	1	0	1	100	1	100
525542at33208	100	100	1	1	100	1	100	100	100	100	100	0.01	100	100	100	100	1	1	100	100	100	100
525888at33208	1	1	0	0.01	1	0.01	0	1	1	1	1	0	0.01	1	0	1	1	0	0.01	0	1	1
526074at33208	1	1	0	0.01	1	1	1	100	1	1	100	0	1	1	0.01	100	100	0.01	100	100	1	100
526487at33208	1	1	0.01	0.01	1	0.01	1	100	100	100	100	1	1	0	0	1	100	1	100	100	1	1
526673at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.01	0	0
526839at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
527406at33208	1	1	0	0.01	1	1	1	1	0.01	1	0	0	1	0.01	0	1	1	0	1	0.01	1	1
528325at33208	1	1	1	1	1	1	1	100	100	100	100	0	100	100	1	100	100	1	100	100	1	1
529092at33208	1	1	1	0	1	0.01	0	0	1	1	0	0	1	1	0	1	1	0	1	0	1	0
529093at33208	1	1	1	1	1	0	1	100	100	100	100	1	1	1	0.01	1	1	1	1	100	1	1
529708at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
529852at33208	1	1	0.01	1	1	0.01	1	1	100	1	1	1	1	1	1	1	1	1	1	100	1	0
530431at33208	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
532406at33208	1	1	0.01	1	1	1	0	1	100	1	100	0.01	1	1	0.01	1	100	1	1	100	1	1
532693at33208	1	1	0	0.01	100	0.01	0	1	0.01	0.01	100	0.01	100	1	0	0.01	100	0	1	0.01	1	1
532728at33208	1	1	0	1	1	0	0.01	1	1	1	100	0	1	1	0	1	100	0.01	1	1	0.01	0
532930at33208	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1
533666at33208	1	1	0	1	1	1	0.01	100	1	100	100	0.01	1	1	0	1	100	0.01	1	100	1	1
533690at33208	1	1	0	0	1	0	0	1	1	100	100	1	1	1	1	1	1	0.01	1	1	1	1
534172at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
534206at33208	1	1	0	0.01	100	0.01	0	1	1	1	1	0	1	1	1	1	1	1	1	100	1	1
534312at33208	1	1	0	1	1	0	0.01	1	1	1	1	1	1	1	0.01	1	1	0.01	1	1	1	1
534757at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	1	0
534808at33208	1	1	0	0	1	0	1	1	1	1	100	1	1	1	0	1	1	1	1	100	1	100
535268at33208	1	1	0	0.01	1	1	1	100	1	1	1	0.01	1	1	0.01	100	1	1	1	100	1	100
535367at33208	1	1	0	0.01	100	0.01	1	1	1	100	1	0.01	1	1	1	1	1	0.01	1	100	100	100
535524at33208	1	1	0.01	1	1	0	0	1	1	1	1	0.01	1	1	0	1	1	0.01	1	100	1	1
535650at33208	1	1	1	1	1	0	1	100	100	100	100	1	100	100	0.01	100	1	0.01	1	100	1	1
535664at33208	1	0.01	0	0.01	0.01	0.01	0.01	1	1	1	1	0.01	1	1	0	1	1	0	0.01	0.01	1	1
535782at33208	1	1	0	0	100	1	1	100	1	100	1	0	1	1	0	1	1	1	1	100	1	0
535806at33208	1	1	0	0.01	0.01	0	1	100	1	1	100	1	1	1	0	1	1	0	1	1	100	1
536251at33208	1	1	0	0	1	0.01	0	1	0	100	1	0	1	1	0	0.01	100	0	0.01	0.01	1	0
537470at33208	1	1	1	1	1	1	1	100	100	100	100	1	1	1	1	100	1	1	100	100	1	1
537548at33208	1	1	0	0	0.01	0	0	1	1	1	0.01	0	1	1	0	1	1	0	1	1	1	1
537718at33208	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1
537923at33208	100	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1
538442at33208	1	1	0	1	1	0	0.01	100	1	1	1	0	1	1	0.01	1	1	0	1	100	1	1
539043at33208	1	1	0	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0
539215at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
539234at33208	1	0	0.01	1	1	0	1	100	1	1	100	0.01	1	1	0.01	1	1	1	1	1	1	0
539360at33208	1	1	0	1	1	1	1	100	1	100	1	1	1	100	0	100	1	1	1	100	1	1
539600at33208	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0.01	1	1	0.01	1	1	1	0
540193at33208	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	1
541231at33208	1	0	0	0	0	0	0	100	0	0	1	0	0	1	0	0	0	0	1	1	1	1
541260at33208	1	1	0	0	100	0	1	1	1	100	100	1	1	1	0	1	100	1	1	1	100	100
541421at33208	1	1	0	0	1	0.01	1	100	1	100	100	0	1	1	1	100	100	0	1	100	1	1
543124at33208	1	1	0	1	1	1	1	1	1	1	1	0.01	1	1	1	1	1	0	1	1	1	1
543269at33208	1	1	1	1	100	0	1	100	1	1	100	1	1	1	0.01	1	1	1	1	1	1	1
544546at33208	0.01	0	0	0.01	1	0.01	0	1	1	1	1	0.01	100	1	0	100	1	0	1	1	1	0
544849at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
544919at33208	1	1	0	1	0.01	0	0.01	100	1	1	0.01	0	1	1	0	0.01	1	0.01	0.01	1	1	0
545063at33208	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0
545389at33208	1	1	0	1	1	1	1	100	100	100	100	1	100	1	0	1	100	1	1	1	1	1
545641at33208	1	1	0.01	0	1	1	1	1	1	100	1	0	1	1	1	100	1	0.01	1	100	1	1
545744at33208	1	1	0	0	100	1	1	100	100	1	100	0	100	1	0	100	1	0	1	1	1	0
545889at33208	1	1	0	1	1	1	1	100	100	100	100	1	1	1	1	100	1	1	1	100	1	1
546305at33208	0.01	1	0	0	1	0	1	1	1	100	1	1	0.01	0.01	0.01	100	1	0	1	100	1	1
546751at33208	1	1	0	0.01	100	0.01	1	1	1	1	100	1	1	1	0.01	1	1	1	1	1	1	1
547099at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
547341at33208	1	1	0	1	1	1	1	100	100	100	100	1	1	1	1	1	1	1	1	100	1	1
547766at33208	1	0	0.01	0	1	1	1	100	1	1	1	0	1	1	0	1	1	1	100	1	1	1
548327at33208	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0.01	1	1	0	1	1	1	1
548444at33208	1	1	0.01	1	1	1	100	100	100	100	100	1	100	100	1	100	100	1	1	100	100	1
548732at33208	1	1	0.01	1	1	1	1	100	100	100	100	1	1	1	1	100	100	1	1	100	1	1
549156at33208	1	1	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	0	1	1
549988at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100
551166at33208	1	1	1	1	1	0	1	100	100	1	100	1	100	100	1	1	100	1	100	100	1	1
551620at33208	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	0.01	0.01	1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1	1	1
551632at33208	1	1	0	1	1	1	1	100	1	1	100	0.01	1	1	0.01	1	1	1	1	100	1	0
551831at33208	1	1	0	0	1	0.01	0.01	1	1	1	1	0	1	1	0.01	0.01	100	0	1	100	1	1
552201at33208	1	1	0.01	100	1	1	1	100	100	100	100	1	1	1	1	100	100	100	1	100	1	1
552359at33208	1	1	0	0.01	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0
552764at33208	1	1	0	0	100	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
552949at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
553411at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	1
553585at33208	1	0.01	0	0.01	100	0	1	100	100	1	100	1	100	1	1	1	1	0.01	1	100	1	1
554010at33208	1	1	0	1	1	1	1	1	1	1	1	0.01	1	1	0	1	1	0.01	1	1	1	1
554815at33208	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0.01	1	0	1	1	1	0
555162at33208	1	1	0	100	1	1	1	1	1	1	1	100	100	1	1	1	1	1	100	1	1	100
555390at33208	1	1	1	1	1	0	100	100	1	1	100	100	100	100	100	100	100	100	100	100	1	0
555538at33208	1	1	0	0	1	0	1	0	0.01	1	1	0.01	1	1	0	0.01	1	0	1	0	1	0.01
556039at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
556189at33208	1	1	1	100	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1
556337at33208	100	1	0.01	1	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	0
556445at33208	0.01	0	0	0.01	0.01	0	0.01	0.01	0.01	0.01	1	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0.01	1	0
556461at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
556510at33208	1	1	0	1	1	0	0	100	0	100	100	0	100	1	0	1	1	1	0	100	1	100
556587at33208	1	1	0	1	1	0	0	100	1	1	100	1	1	1	0	100	1	0.01	1	100	1	0.01
556750at33208	1	1	0	0.01	1	0	0	1	1	1	1	0	1	100	0	0.01	1	0.01	1	1	1	0
556925at33208	1	1	0	1	1	0	1	1	1	1	0.01	0	1	1	0	1	100	0	1	1	1	1
557292at33208	1	1	1	1	1	1	100	100	100	100	100	1	1	1	0.01	100	100	1	0.01	100	1	1
557596at33208	1	1	1	1	1	1	100	100	100	100	100	1	100	100	100	100	100	100	100	100	1	1
557694at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
557834at33208	1	1	0.01	100	100	0.01	1	1	100	1	1	0.01	1	1	0	0.01	1	0.01	1	1	1	0
557962at33208	1	1	0	1	1	0.01	1	100	1	1	100	0.01	1	1	0.01	1	1	1	1	100	1	1
558368at33208	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	100	1	0
558385at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
558552at33208	1	1	0.01	1	1	1	1	100	100	100	100	1	1	100	1	100	1	100	1	100	1	0.01
558791at33208	1	1	0	1	100	1	100	100	1	100	1	1	1	100	0	100	100	1	1	100	1	0
558897at33208	1	1	0.01	0	1	0	0	1	1	1	1	0.01	1	1	0	1	1	0	1	100	1	1
558933at33208	1	1	0	1	1	1	0.01	1	1	1	100	1	1	1	1	100	1	1	1	100	1	1
559146at33208	0	0	0	0	0	0	0	0.01	0	0	1	0	0	0	0	0	0	0	0	0	0.01	0
559501at33208	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0.01	1	1	100	1
559576at33208	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.01	1	0.01
559732at33208	0.01	0.01	100	0.01	0.01	0.01	0.01	0.01	0.01	0	0.01	0	0	0.01	0.01	0.01	1	0	0.01	0.01	1	100
559883at33208	1	1	0	1	1	0	1	100	1	1	1	1	1	1	0.01	1	1	1	1	1	1	1
560453at33208	1	1	100	100	1	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1
560566at33208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
560584at33208	1	1	0.01	1	1	0	0	1	1	1	1	0	100	1	0	1	1	1	1	0	1	0
560694at33208	1	1	0.01	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01	1	1	1	1
561054at33208	1	1	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	0	0.01	1
561248at33208	1	1	0	0	1	0	0.01	1	1	1	1	0	1	1	0	1	1	0	1	1	100	0
561417at33208	1	1	0.01	1	1	1	1	100	1	1	100	1	1	1	1	1	1	1	0	1	1	1
561688at33208	1	1	0.01	0	1	0.01	0	0	0.01	1	0	0	0	0	0	0	1	0	0	0	1	0.01
561878at33208	1	1	0	0	1	0	0	100	1	100	1	0	1	1	0.01	1	100	1	1	100	1	0
561943at33208	1	1	100	0	0	0	1	100	100	100	100	1	100	100	0.01	100	100	1	1	100	1	1
562780at33208	1	0	0.01	1	1	0.01	0.01	1	1	1	100	1	1	1	1	1	1	1	1	1	0.01	1
563084at33208	0.01	0	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
563358at33208	1	1	1	1	1	1	0	100	1	100	0.01	0	1	1	0	1	1	1	1	1	1	1
563359at33208	1	1	0	0.01	100	0	0	1	1	100	100	0	1	1	1	1	1	1	1	1	1	1
563426at33208	1	1	0	1	1	0.01	0	1	0.01	1	1	0.01	1	1	0.01	1	100	0.01	1	1	1	0
563679at33208	1	1	1	0.01	1	0	0	100	1	100	100	1	1	1	0	1	1	0	1	100	1	1
563832at33208	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	100	0
564234at33208	1	1	0	0	1	1	0	1	1	100	1	0	1	1	0	100	1	0.01	1	1	1	1
564286at33208	1	1	0	1	100	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1
565053at33208	1	1	0	0	0.01	0	0.01	1	1	0.01	1	0	1	1	0	0.01	1	0.01	1	0.01	1	0
566026at33208	0.01	0	0	0	1	0	0.01	1	1	1	1	0	1	1	0	1	1	0	1	1	1	100
566116at33208	1	1	0.01	0.01	1	0.01	1	100	0	100	1	1	1	1	1	100	100	1	1	1	100	100
566262at33208	1	1	1	1	1	0.01	1	100	1	1	100	0	1	1	1	1	100	1	1	100	1	0
566447at33208	1	1	0.01	0.01	100	1	1	100	100	1	0.01	1	1	1	0	1	1	1	1	100	1	1
566527at33208	1	0	0	1	0	0.01	0	1	1	100	100	1	1	1	0	100	1	1	1	100	1	100
566916at33208	0.01	0.01	0	0.01	1	0	0.01	100	0.01	0.01	1	0.01	0.01	0.01	0	0.01	0.01	0.01	1	0.01	1	0.01
567650at33208	0	0	0	0	1	0	0	1	1	1	100	0	0	0	0	100	0.01	0	0	1	1	1
567750at33208	1	1	1	1	1	1	1	100	100	100	1	1	1	1	1	100	1	1	1	100	1	0.01
567809at33208	1	1	0.01	1	1	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	1	1
568022at33208	1	1	1	1	1	1	100	100	1	100	100	100	1	1	100	100	100	100	100	100	1	1
568170at33208	0	1	0	1	1	0	0	1	1	100	1	0	0	0	0	1	100	0	0	0	1	0.01
568839at33208	1	1	0	1	0.01	0.01	0	1	1	1	1	0	100	1	0.01	1	100	0	1	0.01	1	1
568949at33208	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
