Dynamin_N            PF00350.23   168 Avas.s022.g400.i1    -            532     0.012   15.6   1.3   3   3      0.45     2e+03   -1.3   0.0    59   104   191   237   160   239 0.57 Dynamin family
RsgA_GTPase          PF03193.16   167 Avas.s022.g400.i1    -            532     0.052   13.5   0.0   1   1   3.5e-05      0.16   11.9   0.0    88   165    11   100     3   102 0.62 RsgA GTPase
AIG1                 PF04548.16   212 Avas.s022.g401.i1    -            532   5.4e-17   61.8   0.6   1   2   2.8e-16   1.7e-12   47.1   0.1     3   170    25   221    23   234 0.78 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g401.i1    -            532   5.4e-17   61.8   0.6   2   2   1.3e-05     0.079   12.3   0.1    77   203   303   429   278   438 0.71 AIG1 family
MMR_HSR1             PF01926.23   114 Avas.s022.g401.i1    -            532   0.00073   19.6   0.0   1   1   2.4e-07    0.0015   18.6   0.0     3    86    26   132    24   165 0.63 50S ribosome-binding GTPase
RsgA_GTPase          PF03193.16   167 Avas.s022.g401.i1    -            532     0.015   15.3   0.0   1   2   1.3e-05     0.076   12.9   0.0    88   165    11   100     3   102 0.64 RsgA GTPase
RsgA_GTPase          PF03193.16   167 Avas.s022.g401.i1    -            532     0.015   15.3   0.0   2   2      0.79   4.7e+03   -2.7   0.0    35    99   110   178   107   181 0.61 RsgA GTPase
AIG1                 PF04548.16   212 Avas.s022.g396.i1    -            532   1.3e-17   63.8   1.0   1   2   5.9e-17   3.5e-13   49.4   0.2     3   178    25   229    23   253 0.79 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g396.i1    -            532   1.3e-17   63.8   1.0   2   2   1.4e-05     0.081   12.2   0.0    78   204   304   430   279   438 0.72 AIG1 family
MMR_HSR1             PF01926.23   114 Avas.s022.g396.i1    -            532    0.0013   18.8   0.0   1   1   4.6e-07    0.0028   17.7   0.0     3    84    26   130    24   160 0.65 50S ribosome-binding GTPase
RsgA_GTPase          PF03193.16   167 Avas.s022.g396.i1    -            532     0.072   13.0   0.2   1   2   4.2e-05      0.25   11.2   0.0    88   129    11    52     4   101 0.65 RsgA GTPase
RsgA_GTPase          PF03193.16   167 Avas.s022.g396.i1    -            532     0.072   13.0   0.2   2   2       1.4   8.5e+03   -3.5   0.0    57    93   187   222   184   233 0.64 RsgA GTPase
AIG1                 PF04548.16   212 Avas.s022.g390.i1    -            532   5.3e-19   68.4   1.5   1   2   2.1e-18   9.4e-15   54.5   0.3     3   178    25   229    23   246 0.81 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g390.i1    -            532   5.3e-19   68.4   1.5   2   2   1.8e-05     0.081   12.2   0.0    78   204   304   430   279   438 0.72 AIG1 family
MMR_HSR1             PF01926.23   114 Avas.s022.g390.i1    -            532     8e-05   22.7   0.0   1   1   3.7e-08   0.00017   21.7   0.0     3    86    26   132    24   165 0.64 50S ribosome-binding GTPase
Dynamin_N            PF00350.23   168 Avas.s022.g390.i1    -            532     0.011   15.8   2.9   1   3     0.001       4.6    7.3   0.5     3    24    27    48    26    72 0.79 Dynamin family
Dynamin_N            PF00350.23   168 Avas.s022.g390.i1    -            532     0.011   15.8   2.9   2   3    0.0047        21    5.1   0.0    81   123    66   116    55   148 0.72 Dynamin family
Dynamin_N            PF00350.23   168 Avas.s022.g390.i1    -            532     0.011   15.8   2.9   3   3     0.054   2.4e+02    1.7   0.0    58   104   184   237   160   239 0.74 Dynamin family
RsgA_GTPase          PF03193.16   167 Avas.s022.g390.i1    -            532      0.07   13.0   0.1   1   1   5.6e-05      0.25   11.2   0.1    88   123    11    52     3   102 0.62 RsgA GTPase
AIG1                 PF04548.16   212 Avas.s022.g408.i1    -            532   1.2e-18   67.2   1.8   1   2   1.3e-17   4.7e-14   52.2   0.3     3   171    25   222    23   245 0.78 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g408.i1    -            532   1.2e-18   67.2   1.8   2   2   9.8e-06     0.035   13.4   0.1    76   204   302   430   278   438 0.70 AIG1 family
MMR_HSR1             PF01926.23   114 Avas.s022.g408.i1    -            532    0.0002   21.4   0.0   1   1   1.2e-07   0.00041   20.4   0.0     3    86    26   132    24   165 0.64 50S ribosome-binding GTPase
Dynamin_N            PF00350.23   168 Avas.s022.g408.i1    -            532    0.0074   16.4   0.6   1   3   0.00058       2.1    8.4   0.3     2    28    26    52    25    70 0.79 Dynamin family
Dynamin_N            PF00350.23   168 Avas.s022.g408.i1    -            532    0.0074   16.4   0.6   2   3    0.0087        31    4.6   0.0    85   124    70   117    60   149 0.70 Dynamin family
Dynamin_N            PF00350.23   168 Avas.s022.g408.i1    -            532    0.0074   16.4   0.6   3   3       0.6   2.2e+03   -1.4   0.0    58   104   187   237   162   239 0.72 Dynamin family
RsgA_GTPase          PF03193.16   167 Avas.s022.g408.i1    -            532     0.034   14.0   0.1   1   1   3.4e-05      0.12   12.2   0.1    88   164    11    99     3   102 0.61 RsgA GTPase
BON                  PF04972.17    69 Avas.s022.g408.i1    -            532     0.044   14.1   0.0   1   3       0.5   1.8e+03   -0.7   0.0    15    32    50    67    48    67 0.82 BON domain
BON                  PF04972.17    69 Avas.s022.g408.i1    -            532     0.044   14.1   0.0   2   3    0.0017       6.1    7.2   0.0     9    34   366   391   360   391 0.92 BON domain
BON                  PF04972.17    69 Avas.s022.g408.i1    -            532     0.044   14.1   0.0   3   3     0.051   1.8e+02    2.5   0.0    32    47   443   459   440   474 0.88 BON domain
AIG1                 PF04548.16   212 O_minuta|LOD99_9932.mRNA.1 -            230   1.5e-05   24.4   0.4   1   2   0.00029       2.6    7.3   0.0   141   187     4    50     1    76 0.82 AIG1 family
AIG1                 PF04548.16   212 O_minuta|LOD99_9932.mRNA.1 -            230   1.5e-05   24.4   0.4   2   2   8.1e-07    0.0073   15.7   0.1    72   199    99   229    84   230 0.79 AIG1 family
Radical_SAM          PF04055.21   167 O_minuta|LOD99_9932.mRNA.1 -            230      0.05   14.0   1.2   1   2     0.091   8.1e+02    0.3   0.0   130   162    33    65     6    69 0.58 Radical SAM superfamily
Radical_SAM          PF04055.21   167 O_minuta|LOD99_9932.mRNA.1 -            230      0.05   14.0   1.2   2   2   3.1e-05      0.28   11.6   1.0     5    88    77   199    74   215 0.61 Radical SAM superfamily
AIG1                 PF04548.16   212 O_minuta|LOD99_11185.mRNA.1 -            399   3.5e-15   55.9   1.2   1   2   4.6e-18   2.1e-14   53.4   0.4     3   187    13   232    11   258 0.76 AIG1 family
AIG1                 PF04548.16   212 O_minuta|LOD99_11185.mRNA.1 -            399   3.5e-15   55.9   1.2   2   2      0.12   5.3e+02   -0.2   0.0    76   159   285   375   267   398 0.60 AIG1 family
MMR_HSR1             PF01926.23   114 O_minuta|LOD99_11185.mRNA.1 -            399    0.0012   18.9   0.1   1   2   6.8e-07    0.0031   17.6   0.1     3    57    14    96    12   209 0.69 50S ribosome-binding GTPase
MMR_HSR1             PF01926.23   114 O_minuta|LOD99_11185.mRNA.1 -            399    0.0012   18.9   0.1   2   2       2.1   9.5e+03   -3.3   0.0    75    88   291   305   264   315 0.63 50S ribosome-binding GTPase
GTP_EFTU             PF00009.27   194 O_minuta|LOD99_11185.mRNA.1 -            399    0.0038   16.8   0.5   1   3   2.4e-06     0.011   15.3   0.0     4    79    11    85     8    92 0.82 Elongation factor Tu GTP binding domain
GTP_EFTU             PF00009.27   194 O_minuta|LOD99_11185.mRNA.1 -            399    0.0038   16.8   0.5   2   3       1.5   6.8e+03   -3.6   0.1    54    68   117   131   108   137 0.74 Elongation factor Tu GTP binding domain
GTP_EFTU             PF00009.27   194 O_minuta|LOD99_11185.mRNA.1 -            399    0.0038   16.8   0.5   3   3      0.75   3.4e+03   -2.6   0.0   110   135   183   211   153   249 0.67 Elongation factor Tu GTP binding domain
Radical_SAM          PF04055.21   167 O_minuta|LOD99_11185.mRNA.1 -            399     0.019   15.4   0.7   1   2     0.094   4.2e+02    1.2   0.0   125   141   186   202    87   251 0.62 Radical SAM superfamily
Radical_SAM          PF04055.21   167 O_minuta|LOD99_11185.mRNA.1 -            399     0.019   15.4   0.7   2   2   4.3e-05      0.19   12.1   0.2     5    88   259   381   256   395 0.65 Radical SAM superfamily
AIG1                 PF04548.16   212 O_minuta|LOD99_11183.mRNA.1 -            492     1e-17   64.2   0.9   1   2   5.4e-17   1.6e-13   50.5   0.1     3   187    13   232    11   258 0.78 AIG1 family
AIG1                 PF04548.16   212 O_minuta|LOD99_11183.mRNA.1 -            492     1e-17   64.2   0.9   2   2   3.8e-05      0.11   11.8   0.1    73   209   282   422   267   425 0.76 AIG1 family
GTP_EFTU             PF00009.27   194 O_minuta|LOD99_11183.mRNA.1 -            492    0.0027   17.3   0.0   1   2   3.1e-06    0.0094   15.5   0.0     3    79    10    85     8    92 0.82 Elongation factor Tu GTP binding domain
GTP_EFTU             PF00009.27   194 O_minuta|LOD99_11183.mRNA.1 -            492    0.0027   17.3   0.0   2   2       2.2   6.5e+03   -3.5   0.0   110   135   183   211   171   241 0.65 Elongation factor Tu GTP binding domain
MMR_HSR1             PF01926.23   114 O_minuta|LOD99_11183.mRNA.1 -            492    0.0029   17.7   0.1   1   2   2.8e-06    0.0085   16.2   0.0     3    57    14   101    12   205 0.68 50S ribosome-binding GTPase
MMR_HSR1             PF01926.23   114 O_minuta|LOD99_11183.mRNA.1 -            492    0.0029   17.7   0.1   2   2       5.2   1.6e+04   -4.0   0.0    76    90   293   306   271   315 0.63 50S ribosome-binding GTPase
Septin               PF00735.18   281 O_minuta|LOD99_11183.mRNA.1 -            492    0.0056   16.0   0.1   1   2   0.00054       1.6    7.9   0.0     7    75    13    89    10   111 0.70 Septin
Septin               PF00735.18   281 O_minuta|LOD99_11183.mRNA.1 -            492    0.0056   16.0   0.1   2   2    0.0032       9.6    5.4   0.1   101   143   374   419   356   422 0.81 Septin
Radical_SAM          PF04055.21   167 O_minuta|LOD99_11183.mRNA.1 -            492     0.016   15.6   0.6   1   2       0.2     6e+02    0.7   0.0   125   141   186   202    87   251 0.63 Radical SAM superfamily
Radical_SAM          PF04055.21   167 O_minuta|LOD99_11183.mRNA.1 -            492     0.016   15.6   0.6   2   2   4.7e-05      0.14   12.5   0.2     5    97   259   389   256   422 0.75 Radical SAM superfamily
DUF4413              PF14372.6    100 O_minuta|LOD99_11183.mRNA.1 -            492     0.088   13.2   0.6   1   3       2.6   7.6e+03   -2.7   0.0    62    83    88   110    88   124 0.72 Domain of unknown function (DUF4413)
DUF4413              PF14372.6    100 O_minuta|LOD99_11183.mRNA.1 -            492     0.088   13.2   0.6   2   3       1.3   3.8e+03   -1.7   0.0    33    50   176   199   151   227 0.51 Domain of unknown function (DUF4413)
DUF4413              PF14372.6    100 O_minuta|LOD99_11183.mRNA.1 -            492     0.088   13.2   0.6   3   3   0.00013      0.38   11.1   0.0     3    47   377   421   376   446 0.84 Domain of unknown function (DUF4413)
AIG1                 PF04548.16   212 Avas.s001.g1341.i1   -            536     3e-15   56.1   1.1   1   2   1.5e-13     9e-10   38.2   0.1     3   179    12   221    10   252 0.68 AIG1 family
AIG1                 PF04548.16   212 Avas.s001.g1341.i1   -            536     3e-15   56.1   1.1   2   2   1.2e-06    0.0071   15.7   0.1    72   196   288   416   271   431 0.67 AIG1 family
MMR_HSR1             PF01926.23   114 Avas.s001.g1341.i1   -            536   0.00072   19.6   0.0   1   1     3e-07    0.0018   18.3   0.0     3    87    13   127    11   156 0.64 50S ribosome-binding GTPase
Dynamin_N            PF00350.23   168 Avas.s001.g1341.i1   -            536     0.096   12.7   3.4   1   3     0.016        93    3.0   0.1     3    20    14    31    12    37 0.89 Dynamin family
Dynamin_N            PF00350.23   168 Avas.s001.g1341.i1   -            536     0.096   12.7   3.4   2   3   0.00014      0.81    9.7   0.0    88   143    62   125    39   139 0.81 Dynamin family
Dynamin_N            PF00350.23   168 Avas.s001.g1341.i1   -            536     0.096   12.7   3.4   3   3       1.6   9.4e+03   -3.5   0.3    55    80   494   519   477   531 0.51 Dynamin family
AIG1                 PF04548.16   212 O_minuta|LOD99_14425.mRNA.1 -            490   9.1e-12   44.8   0.8   1   2     2e-14     6e-11   42.1   0.0     3   172    21   217    19   244 0.77 AIG1 family
AIG1                 PF04548.16   212 O_minuta|LOD99_14425.mRNA.1 -            490   9.1e-12   44.8   0.8   2   2     0.089   2.7e+02    0.8   0.2   142   194   306   356   290   375 0.70 AIG1 family
MMR_HSR1             PF01926.23   114 O_minuta|LOD99_14425.mRNA.1 -            490   0.00042   20.4   0.0   1   1   3.3e-07   0.00098   19.2   0.0     3    90    22   133    20   232 0.72 50S ribosome-binding GTPase
Dynamin_N            PF00350.23   168 O_minuta|LOD99_14425.mRNA.1 -            490     0.005   16.9   4.2   1   3    0.0008       2.4    8.2   0.5     3    20    23    40    21    42 0.90 Dynamin family
Dynamin_N            PF00350.23   168 O_minuta|LOD99_14425.mRNA.1 -            490     0.005   16.9   4.2   2   3   0.00042       1.2    9.1   0.0    82   146    65   138    56   156 0.72 Dynamin family
Dynamin_N            PF00350.23   168 O_minuta|LOD99_14425.mRNA.1 -            490     0.005   16.9   4.2   3   3       1.3   3.8e+03   -2.2   0.0    55    88   364   388   342   420 0.57 Dynamin family
GTP_EFTU             PF00009.27   194 O_minuta|LOD99_14425.mRNA.1 -            490      0.12   11.9   0.0   1   2   0.00021      0.63    9.5   0.0     4    82    19    96    17   107 0.78 Elongation factor Tu GTP binding domain
GTP_EFTU             PF00009.27   194 O_minuta|LOD99_14425.mRNA.1 -            490      0.12   11.9   0.0   2   2       0.5   1.5e+03   -1.5   0.0    71    89   163   181   151   188 0.79 Elongation factor Tu GTP binding domain
DUF3800              PF12686.7    120 O_minuta|LOD99_14425.mRNA.1 -            490      0.15   12.7   1.5   1   2   0.00033      0.97   10.1   0.0    77   114    92   150    21   155 0.69 Protein of unknown function (DUF3800)
DUF3800              PF12686.7    120 O_minuta|LOD99_14425.mRNA.1 -            490      0.15   12.7   1.5   2   2       0.2     6e+02    1.1   0.4    44    58   308   346   173   420 0.56 Protein of unknown function (DUF3800)
Baculo_LEF-10        PF07206.11    71 O_minuta|LOD99_14425.mRNA.1 -            490      0.25   11.5   0.8   1   1   0.00026      0.77   10.0   0.8    18    38   195   215   189   220 0.84 Baculovirus late expression factor 10 (LEF-10)
AIG1                 PF04548.16   212 Avas.s022.g348.i1    -            545   1.2e-10   41.1   1.1   1   2   2.3e-09   6.8e-06   25.6   0.0     3   173    11   211     9   234 0.70 AIG1 family
AIG1                 PF04548.16   212 Avas.s022.g348.i1    -            545   1.2e-10   41.1   1.1   2   2   9.8e-06     0.029   13.7   0.3    68   197   278   418   269   432 0.71 AIG1 family
MMR_HSR1             PF01926.23   114 Avas.s022.g348.i1    -            545     0.011   15.8   0.0   1   1   8.9e-06     0.026   14.6   0.0     3    86    12   117    10   176 0.70 50S ribosome-binding GTPase
RTX                  PF02382.15   311 Avas.s022.g348.i1    -            545     0.062   13.0   0.1   1   1   3.3e-05     0.099   12.3   0.1    89   123   458   492   440   531 0.67 N-terminal domain in RTX protein
DnaB                 PF00772.21   103 Avas.s022.g348.i1    -            545     0.084   13.0   0.4   1   2   6.3e-05      0.19   11.8   0.0    26    90   132   197   116   210 0.76 DnaB-like helicase N terminal domain
DnaB                 PF00772.21   103 Avas.s022.g348.i1    -            545     0.084   13.0   0.4   2   2       3.9   1.2e+04   -3.6   0.1    27    37   519   529   512   530 0.76 DnaB-like helicase N terminal domain
RsgA_GTPase          PF03193.16   167 Avas.s022.g348.i1    -            545      0.14   12.0   0.1   1   3   0.00045       1.4    8.8   0.0   100   124     9    33     3    87 0.68 RsgA GTPase
RsgA_GTPase          PF03193.16   167 Avas.s022.g348.i1    -            545      0.14   12.0   0.1   2   3      0.78   2.3e+03   -1.7   0.0    20    48   111   139   100   203 0.66 RsgA GTPase
RsgA_GTPase          PF03193.16   167 Avas.s022.g348.i1    -            545      0.14   12.0   0.1   3   3      0.43   1.3e+03   -0.8   0.0    50    99   298   357   279   361 0.66 RsgA GTPase
DUF3482              PF11981.8    294 Avas.s022.g348.i1    -            545       1.2    8.5   9.4   1   2      0.12   3.7e+02    0.3   0.3   240   290   344   392   340   396 0.81 Domain of unknown function (DUF3482)
DUF3482              PF11981.8    294 Avas.s022.g348.i1    -            545       1.2    8.5   9.4   2   2   6.8e-05       0.2   11.0   3.8   143   202   438   504   435   526 0.87 Domain of unknown function (DUF3482)
AIG1                 PF04548.16   212 O_minuta|LOD99_16049.mRNA.1 -            540   1.5e-12   47.3   1.7   1   2   1.2e-14   5.3e-11   42.2   0.5     3   171    16   211    14   245 0.72 AIG1 family
AIG1                 PF04548.16   212 O_minuta|LOD99_16049.mRNA.1 -            540   1.5e-12   47.3   1.7   2   2    0.0085        38    3.5   0.0    81   159   294   380   269   422 0.71 AIG1 family
MMR_HSR1             PF01926.23   114 O_minuta|LOD99_16049.mRNA.1 -            540   0.00087   19.4   0.1   1   1   5.8e-07    0.0026   17.8   0.1     2    93    16   134    15   190 0.56 50S ribosome-binding GTPase
GTP_EFTU             PF00009.27   194 O_minuta|LOD99_16049.mRNA.1 -            540     0.037   13.6   0.0   1   2   2.2e-05     0.097   12.2   0.0     4    82    14    88    11   103 0.81 Elongation factor Tu GTP binding domain
GTP_EFTU             PF00009.27   194 O_minuta|LOD99_16049.mRNA.1 -            540     0.037   13.6   0.0   2   2      0.82   3.7e+03   -2.7   0.0    97   119   152   174   113   218 0.71 Elongation factor Tu GTP binding domain
DUF4418              PF14387.6    118 O_minuta|LOD99_16049.mRNA.1 -            540     0.067   13.4   0.1   1   2   0.00014      0.61   10.3   0.0    25    76    96   147    74   168 0.78 Domain of unknown function (DUF4418)
DUF4418              PF14387.6    118 O_minuta|LOD99_16049.mRNA.1 -            540     0.067   13.4   0.1   2   2      0.16   7.2e+02    0.4   0.0    36    58   292   314   287   324 0.81 Domain of unknown function (DUF4418)
DUF2207              PF09972.9    492 O_minuta|LOD99_10203.mRNA.1 -            455    0.0027   16.6   0.1   1   1   7.3e-07    0.0043   15.9   0.1   352   446   336   434   249   436 0.76 Predicted membrane protein (DUF2207)
POTRA_1              PF08478.10    69 O_minuta|LOD99_10203.mRNA.1 -            455     0.072   13.4   0.1   1   1   2.9e-05      0.17   12.2   0.1     5    34   168   197   164   203 0.89 POTRA domain, FtsQ-type
PGG                  PF13962.6    116 O_minuta|LOD99_10203.mRNA.1 -            455         2    8.2   5.4   1   1   0.00076       4.5    7.1   5.4    52   105   395   446   388   455 0.76 Domain of unknown function
AIG1                 PF04548.16   212 O_minuta|LOD99_1581.mRNA.1 -            769   2.8e-09   36.6   8.9   1   4   9.1e-05      0.14   11.5   0.3   114   179    84   154    42   182 0.77 AIG1 family
AIG1                 PF04548.16   212 O_minuta|LOD99_1581.mRNA.1 -            769   2.8e-09   36.6   8.9   2   4   0.00044      0.66    9.3   0.0   113   192   270   345   216   366 0.78 AIG1 family
AIG1                 PF04548.16   212 O_minuta|LOD99_1581.mRNA.1 -            769   2.8e-09   36.6   8.9   3   4   0.00032      0.47    9.7   0.2   114   179   482   552   444   570 0.84 AIG1 family
AIG1                 PF04548.16   212 O_minuta|LOD99_1581.mRNA.1 -            769   2.8e-09   36.6   8.9   4   4    0.0006       0.9    8.8   0.1   115   191   670   742   647   752 0.79 AIG1 family
MTS_N                PF08468.11   156 O_minuta|LOD99_1581.mRNA.1 -            769    0.0015   18.7   0.1   1   2     0.023        35    4.4   0.0   100   123     4    27     1    32 0.86 Methyltransferase small domain N-terminal
MTS_N                PF08468.11   156 O_minuta|LOD99_1581.mRNA.1 -            769    0.0015   18.7   0.1   2   2   0.00022      0.33   11.0   0.0    92   123   386   417   377   422 0.84 Methyltransferase small domain N-terminal
RMMBL                PF07521.12    62 O_minuta|LOD99_1581.mRNA.1 -            769    0.0017   18.2   0.1   1   2    0.0011       1.6    8.7   0.0    23    46   150   173   149   177 0.88 Zn-dependent metallo-hydrolase RNA specificity domain
RMMBL                PF07521.12    62 O_minuta|LOD99_1581.mRNA.1 -            769    0.0017   18.2   0.1   2   2      0.01        15    5.6   0.0    23    41   548   566   547   572 0.86 Zn-dependent metallo-hydrolase RNA specificity domain
NIBRIN_BRCT_II       PF16508.5    119 O_minuta|LOD99_1581.mRNA.1 -            769    0.0084   16.4   0.0   1   2    0.0079        12    6.3   0.0    22    61   302   345   293   352 0.82 Second BRCT domain on Nijmegen syndrome breakage protein
NIBRIN_BRCT_II       PF16508.5    119 O_minuta|LOD99_1581.mRNA.1 -            769    0.0084   16.4   0.0   2   2    0.0058       8.7    6.7   0.0    22    61   700   743   691   749 0.82 Second BRCT domain on Nijmegen syndrome breakage protein
DUF5010              PF16402.5    348 O_minuta|LOD99_1581.mRNA.1 -            769      0.01   14.7   0.8   1   2    0.0039       5.8    5.6   0.0   139   193   243   299   213   333 0.81 Domain of unknown function (DUF5010)
DUF5010              PF16402.5    348 O_minuta|LOD99_1581.mRNA.1 -            769      0.01   14.7   0.8   2   2    0.0012       1.8    7.3   0.1   138   194   640   698   622   734 0.83 Domain of unknown function (DUF5010)
DUF3018              PF11455.8     64 O_minuta|LOD99_1581.mRNA.1 -            769     0.013   15.4   0.0   1   2    0.0034         5    7.1   0.0    21    45   315   340   310   347 0.83 Protein  of unknown function (DUF3018)
DUF3018              PF11455.8     64 O_minuta|LOD99_1581.mRNA.1 -            769     0.013   15.4   0.0   2   2     0.013        19    5.3   0.0    21    45   713   738   707   745 0.83 Protein  of unknown function (DUF3018)
HECW1_helix          PF18436.1     67 O_minuta|LOD99_1581.mRNA.1 -            769     0.028   14.5   0.1   1   2    0.0046       6.8    6.9   0.0    38    60   325   347   309   348 0.87 Helical box domain of E3 ubiquitin-protein ligase HECW1
HECW1_helix          PF18436.1     67 O_minuta|LOD99_1581.mRNA.1 -            769     0.028   14.5   0.1   2   2     0.039        59    3.9   0.0    37    60   722   745   705   746 0.87 Helical box domain of E3 ubiquitin-protein ligase HECW1
CFC                  PF09443.10    35 O_minuta|LOD99_1581.mRNA.1 -            769      0.04   13.8   1.3   1   2    0.0072        11    6.0   0.1    18    31   126   139   123   141 0.85 Cripto_Frl-1_Cryptic (CFC)
CFC                  PF09443.10    35 O_minuta|LOD99_1581.mRNA.1 -            769      0.04   13.8   1.3   2   2    0.0077        12    5.9   0.1    18    30   524   536   521   539 0.85 Cripto_Frl-1_Cryptic (CFC)
tRNA-Thr_ED          PF08915.11   137 O_minuta|LOD99_1581.mRNA.1 -            769      0.06   13.4   1.9   1   3    0.0049       7.3    6.7   0.1    29    65    82   118    70   124 0.88 Archaea-specific editing domain of threonyl-tRNA synthetase
tRNA-Thr_ED          PF08915.11   137 O_minuta|LOD99_1581.mRNA.1 -            769      0.06   13.4   1.9   2   3       2.4   3.6e+03   -2.1   0.0    54    88   144   176   132   184 0.72 Archaea-specific editing domain of threonyl-tRNA synthetase
tRNA-Thr_ED          PF08915.11   137 O_minuta|LOD99_1581.mRNA.1 -            769      0.06   13.4   1.9   3   3     0.027        41    4.2   0.0    32    65   483   516   462   556 0.86 Archaea-specific editing domain of threonyl-tRNA synthetase
GH-E                 PF14410.6     69 O_minuta|LOD99_1581.mRNA.1 -            769      0.12   12.8   4.9   1   2    0.0076        11    6.4   0.4    14    32   258   276   247   295 0.88 HNH/ENDO VII superfamily nuclease with conserved GHE residues
GH-E                 PF14410.6     69 O_minuta|LOD99_1581.mRNA.1 -            769      0.12   12.8   4.9   2   2    0.0035       5.2    7.5   0.4    14    49   656   691   647   702 0.77 HNH/ENDO VII superfamily nuclease with conserved GHE residues
Plk4_PB1             PF18190.1    108 O_minuta|LOD99_1581.mRNA.1 -            769      0.12   12.5   2.6   1   3    0.0017       2.6    8.3   0.3    21    72   125   178   110   194 0.80 Polo-like Kinase 4 Polo Box 1
Plk4_PB1             PF18190.1    108 O_minuta|LOD99_1581.mRNA.1 -            769      0.12   12.5   2.6   2   3       3.7   5.5e+03   -2.4   0.0    68    94   245   272   227   276 0.63 Polo-like Kinase 4 Polo Box 1
Plk4_PB1             PF18190.1    108 O_minuta|LOD99_1581.mRNA.1 -            769      0.12   12.5   2.6   3   3      0.13     2e+02    2.2   0.0    23    67   525   571   509   598 0.76 Polo-like Kinase 4 Polo Box 1
PAS_3                PF08447.12    89 O_minuta|LOD99_1581.mRNA.1 -            769       9.7    6.6  10.8   1   6       2.2   3.2e+03   -1.5   0.0    39    73   109   140    94   153 0.66 PAS fold
PAS_3                PF08447.12    89 O_minuta|LOD99_1581.mRNA.1 -            769       9.7    6.6  10.8   2   6     0.017        25    5.3   0.1    50    84   256   290   240   295 0.82 PAS fold
PAS_3                PF08447.12    89 O_minuta|LOD99_1581.mRNA.1 -            769       9.7    6.6  10.8   3   6      0.98   1.5e+03   -0.4   0.0    59    72   308   321   289   325 0.78 PAS fold
PAS_3                PF08447.12    89 O_minuta|LOD99_1581.mRNA.1 -            769       9.7    6.6  10.8   4   6         2     3e+03   -1.4   0.0    42    71   506   536   492   550 0.73 PAS fold
PAS_3                PF08447.12    89 O_minuta|LOD99_1581.mRNA.1 -            769       9.7    6.6  10.8   5   6     0.055        83    3.6   0.1    51    81   655   685   643   693 0.85 PAS fold
PAS_3                PF08447.12    89 O_minuta|LOD99_1581.mRNA.1 -            769       9.7    6.6  10.8   6   6      0.99   1.5e+03   -0.4   0.0    59    72   706   719   685   723 0.79 PAS fold
Mab-21               PF03281.14   296 O_minuta|LOD99_11386.mRNA.1 -            278     0.023   14.0   0.2   1   1   2.8e-06      0.05   12.9   0.2   263   293   198   228   183   230 0.88 Mab-21 protein
Aldo_ket_red         PF00248.21   294 O_minuta|LOD99_10584.mRNA.1 -            166     0.081   12.1   0.1   1   1   5.6e-06       0.1   11.8   0.1    56   107    37    99    27   121 0.85 Aldo/keto reductase family
Mab-21               PF03281.14   296 O_minuta|LOD99_11172.mRNA.1 -            258      0.05   12.9   0.1   1   1   4.6e-06     0.082   12.2   0.1   263   293   178   208   169   210 0.88 Mab-21 protein
AIG1                 PF04548.16   212 Avas.s022.g357.i1    -            265     0.018   14.4   0.0   1   1   3.1e-06     0.028   13.8   0.0   113   194   115   191   105   204 0.78 AIG1 family
Cir_Bir_Yir          PF06022.11   257 Avas.s022.g357.i1    -            265     0.024   14.1   0.2   1   1   4.8e-06     0.043   13.3   0.2   187   256   140   221   133   222 0.73 Plasmodium variant antigen protein Cir/Yir/Bir
AIG1                 PF04548.16   212 Avas.s077.g1.i1      -            293   2.1e-05   23.9   0.0   1   1   3.7e-09   3.3e-05   23.3   0.0    89   198    88   204    58   216 0.67 AIG1 family
DUF2157              PF09925.9    147 Avas.s077.g1.i1      -            293      0.02   14.7   0.0   1   1   3.9e-06     0.035   13.9   0.0     4    62   190   249   189   251 0.85 Predicted membrane protein (DUF2157)
AIG1                 PF04548.16   212 Avas.s077.g5.i1      -            316   0.00025   20.5   0.0   1   1   4.6e-08   0.00041   19.7   0.0   111   184   139   210    82   236 0.72 AIG1 family
DUF4131              PF13567.6    167 Avas.s077.g5.i1      -            316       1.3    8.6   6.7   1   1   0.00026       2.4    7.8   6.7     8    74   246   312   241   316 0.77 Domain of unknown function (DUF4131)
Cas6                 PF09559.10   191 Avas.s077.g2.i1      -            241     0.016   15.1   0.0   1   1   1.5e-06     0.026   14.5   0.0   104   136   152   184   137   208 0.84 Cas6 Crispr
Cas6                 PF09559.10   191 Avas.s077.g6.i1      -            255     0.012   15.5   0.0   1   1   2.2e-06      0.02   14.9   0.0   104   136   152   184   137   212 0.84 Cas6 Crispr
AIG1                 PF04548.16   212 Avas.s077.g6.i1      -            255     0.076   12.3   0.1   1   1   1.7e-05      0.16   11.3   0.1   114   177   112   178    74   203 0.73 AIG1 family
