s1	Aphrocallistes_vastus_HiC-scaffold_022	22	1744046	0.021714	73090747	0.909994	-
g	Avas.s022.g346.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72433043.0	0	0
g	Avas.s022.g347.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16055.mRNA.1	JAKMXF010000133.1	72437117.0	23306217.0	1493.0
g	Avas.s022.g348.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16054.mRNA.1	JAKMXF010000133.1	72441418.5	23302151.0	350.0
g	Avas.s022.g349.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11171.mRNA.1	JAKMXF010000116.1	72443354.0	17275.5	91.7
g	Avas.s022.g350.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11171.mRNA.1	JAKMXF010000116.1	72444992.0	17275.5	94.0
g	Avas.s022.g351.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11171.mRNA.1	JAKMXF010000116.1	72446466.0	17275.5	99.0
g	Avas.s022.g352.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72449116.0	23293772.0	213.0
g	Avas.s022.g353.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_10584.mRNA.1	JAKMXF010000045.1	72450580.5	58074088.0	71.6
g	Avas.s022.g354.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72452429.0	23293772.0	150.0
g	Avas.s022.g355.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_1581.mRNA.1	JAKMXF010000166.1	72457200.5	24733900.5	114.0
g	Avas.s022.g356.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72460746.5	23293772.0	124.0
g	Avas.s022.g357.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_1581.mRNA.1	JAKMXF010000166.1	72462861.5	24733900.5	79.3
g	Avas.s022.g358.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_10584.mRNA.1	JAKMXF010000045.1	72464281.0	58074088.0	78.2
g	Avas.s022.g359.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72472760.0	23293772.0	244.0
g	Avas.s022.g360.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72466919.5	23293772.0	227.0
g	Avas.s022.g361.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72475837.5	23293772.0	254.0
g	Avas.s022.g362.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72481194.0	0	0
g	Avas.s022.g363.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_1581.mRNA.1	JAKMXF010000166.1	72482905.0	24733900.5	115.0
g	Avas.s022.g364.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_10584.mRNA.1	JAKMXF010000045.1	72484366.0	58074088.0	76.6
g	Avas.s022.g365.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72486825.0	23293772.0	226.0
g	Avas.s022.g366.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72489962.5	23293772.0	184.0
g	Avas.s022.g367.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_8253.mRNA.1	JAKMXF010000333.1	72491457.0	47940990.0	83.2
g	Avas.s022.g368.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72493743.5	23293772.0	176.0
g	Avas.s022.g369.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72497223.5	23293772.0	91.3
g	Avas.s022.g370.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72500017.5	23293772.0	243.0
g	Avas.s022.g371.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_1581.mRNA.1	JAKMXF010000166.1	72505946.5	24733900.5	111.0
g	Avas.s022.g372.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72508141.0	0	0
g	Avas.s022.g373.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72513558.0	23293772.0	143.0
g	Avas.s022.g374.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72520310.5	23293772.0	204.0
g	Avas.s022.g375.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72522595.0	0	0
g	Avas.s022.g376.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16054.mRNA.1	JAKMXF010000133.1	72524370.0	23302151.0	125.0
g	Avas.s022.g377.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11188.mRNA.1	JAKMXF010000119.1	72528118.5	17810.5	93.2
g	Avas.s022.g378.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11188.mRNA.1	JAKMXF010000119.1	72532174.0	17810.5	97.1
g	Avas.s022.g379.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72534759.0	23293772.0	85.1
g	Avas.s022.g380.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_14425.mRNA.1	JAKMXF010000044.1	72535577.0	18750340.5	158.0
g	Avas.s022.g381.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72537211.5	0	0
g	Avas.s022.g382.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_1581.mRNA.1	JAKMXF010000166.1	72540069.5	24733900.5	92.8
g	Avas.s022.g383.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72541917.5	23293772.0	204.0
g	Avas.s022.g384.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_1581.mRNA.1	JAKMXF010000166.1	72545119.0	24733900.5	93.6
g	Avas.s022.g385.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72547827.5	23293772.0	260.0
g	Avas.s022.g386.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72551551.5	0	0
g	Avas.s022.g387.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_1581.mRNA.1	JAKMXF010000166.1	72553724.5	24733900.5	102.0
g	Avas.s022.g388.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72555573.0	0	0
g	Avas.s022.g389.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_14425.mRNA.1	JAKMXF010000044.1	72556474.0	18750340.5	129.0
g	Avas.s022.g390.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72564341.0	23293772.0	236.0
g	Avas.s022.g391.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11188.mRNA.1	JAKMXF010000119.1	72570577.5	17810.5	101.0
g	Avas.s022.g392.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_14425.mRNA.1	JAKMXF010000044.1	72567116.5	18750340.5	81.6
g	Avas.s022.g393.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_1581.mRNA.1	JAKMXF010000166.1	72574749.0	24733900.5	103.0
g	Avas.s022.g393.i2	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_1581.mRNA.1	JAKMXF010000166.1	72575633.0	24733900.5	103.0
g	Avas.s022.g394.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72577800.5	23293772.0	254.0
g	Avas.s022.g395.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16048.mRNA.1	JAKMXF010000133.1	72583229.5	23291615.0	260.0
g	Avas.s022.g396.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72586308.0	23293772.0	229.0
g	Avas.s022.g397.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72589390.0	23293772.0	235.0
g	Avas.s022.g398.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_14425.mRNA.1	JAKMXF010000044.1	72592294.5	18750340.5	101.0
g	Avas.s022.g399.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11188.mRNA.1	JAKMXF010000119.1	72596197.0	17810.5	90.1
g	Avas.s022.g400.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72599197.0	23293772.0	240.0
g	Avas.s022.g401.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72602276.0	23293772.0	227.0
g	Avas.s022.g402.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16048.mRNA.1	JAKMXF010000133.1	72605361.5	23291615.0	260.0
g	Avas.s022.g403.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72610833.0	23293772.0	150.0
g	Avas.s022.g404.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11188.mRNA.1	JAKMXF010000119.1	72614063.0	17810.5	102.0
g	Avas.s022.g405.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11188.mRNA.1	JAKMXF010000119.1	72618268.0	17810.5	101.0
g	Avas.s022.g406.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11188.mRNA.1	JAKMXF010000119.1	72620758.5	17810.5	101.0
g	Avas.s022.g407.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11188.mRNA.1	JAKMXF010000119.1	72622926.5	17810.5	114.0
g	Avas.s022.g408.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72625153.0	23293772.0	237.0
g	Avas.s022.g409.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_1581.mRNA.1	JAKMXF010000166.1	72630376.5	24733900.5	105.0
g	Avas.s022.g410.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72638688.5	23293772.0	218.0
g	Avas.s022.g410.i2	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72640318.0	0	0
g	Avas.s022.g411.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72645308.5	23293772.0	247.0
g	Avas.s022.g412.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_1581.mRNA.1	JAKMXF010000166.1	72647437.0	24733900.5	85.5
g	Avas.s022.g413.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72651268.0	23293772.0	190.0
g	Avas.s022.g414.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_1581.mRNA.1	JAKMXF010000166.1	72653125.0	24733900.5	87.0
g	Avas.s022.g415.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_10584.mRNA.1	JAKMXF010000045.1	72655308.5	58074088.0	75.9
g	Avas.s022.g416.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72658049.5	0	0
g	Avas.s022.g417.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72659460.0	0	0
g	Avas.s022.g418.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72661697.5	23293772.0	239.0
g	Avas.s022.g419.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11171.mRNA.1	JAKMXF010000116.1	72665509.0	17275.5	79.7
g	Avas.s022.g420.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_1581.mRNA.1	JAKMXF010000166.1	72667942.0	24733900.5	96.7
g	Avas.s022.g421.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72676293.5	23293772.0	213.0
g	Avas.s022.g422.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72678560.0	0	0
g	Avas.s022.g423.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72686727.0	23293772.0	150.0
g	Avas.s022.g424.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_3435.mRNA.1	JAKMXF010000266.1	72692566.5	32704544.5	128.0
g	Avas.s022.g425.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72696438.5	0	0
g	Avas.s022.g426.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_3435.mRNA.1	JAKMXF010000266.1	72699090.5	32704544.5	147.0
g	Avas.s022.g427.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72701506.5	0	0
g	Avas.s022.g427.i2	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72701473.5	0	0
g	Avas.s022.g428.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72702215.5	0	0
g	Avas.s022.g429.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_3435.mRNA.1	JAKMXF010000266.1	72703830.0	32704544.5	124.0
g	Avas.s022.g429.i2	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_3435.mRNA.1	JAKMXF010000266.1	72703830.0	32704544.5	123.0
g	Avas.s022.g430.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72705272.5	0	0
g	Avas.s022.g431.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72707297.5	0	0
g	Avas.s022.g432.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72709281.0	0	0
g	Avas.s022.g433.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_3435.mRNA.1	JAKMXF010000266.1	72712589.5	32704544.5	130.0
g	Avas.s022.g434.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_3435.mRNA.1	JAKMXF010000266.1	72715516.5	32704544.5	144.0
g	Avas.s022.g435.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_3435.mRNA.1	JAKMXF010000266.1	72719913.5	32704544.5	157.0
g	Avas.s022.g436.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_3435.mRNA.1	JAKMXF010000266.1	72723371.0	32704544.5	149.0
g	Avas.s022.g437.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_3435.mRNA.1	JAKMXF010000266.1	72729087.5	32704544.5	134.0
g	Avas.s022.g438.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_3435.mRNA.1	JAKMXF010000266.1	72735087.5	32704544.5	119.0
g	Avas.s022.g439.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_3435.mRNA.1	JAKMXF010000266.1	72738872.5	32704544.5	119.0
g	Avas.s022.g440.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16014.mRNA.1	JAKMXF010000133.1	72741628.0	23188801.0	487.0
g	Avas.s022.g441.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16015.mRNA.1	JAKMXF010000133.1	72743752.5	23190344.5	435.0
g	Avas.s022.g442.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16016.mRNA.1	JAKMXF010000133.1	72746053.0	23192065.0	334.0
g	Avas.s022.g443.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16017.mRNA.1	JAKMXF010000133.1	72747943.5	23193530.5	224.0
g	Avas.s022.g444.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16018.mRNA.1	JAKMXF010000133.1	72748904.5	23194530.0	303.0
g	Avas.s022.g445.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16019.mRNA.1	JAKMXF010000133.1	72750497.5	23196199.5	233.0
g	Avas.s022.g446.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72752329.0	0	0
g	Avas.s022.g447.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72753968.5	0	0
g	Avas.s022.g448.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16021.mRNA.1	JAKMXF010000133.1	72755867.0	23203393.5	226.0
g	Avas.s022.g449.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16026.mRNA.1	JAKMXF010000133.1	72774552.0	23215559.0	87.8
g	Avas.s022.g450.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16025.mRNA.1	JAKMXF010000133.1	72762302.5	23214754.5	111.0
g	Avas.s022.g451.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16023.mRNA.1	JAKMXF010000133.1	72764332.0	23208545.5	113.0
g	Avas.s022.g452.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16024.mRNA.1	JAKMXF010000133.1	72768980.5	23210872.5	107.0
g	Avas.s022.g453.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16024.mRNA.1	JAKMXF010000133.1	72773505.0	23210872.5	137.0
g	Avas.s022.g454.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16027.mRNA.1	JAKMXF010000133.1	72778063.5	23218099.5	407.0
g	Avas.s022.g455.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72781590.0	0	0
g	Avas.s022.g456.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16028.mRNA.1	JAKMXF010000133.1	72783364.5	23223000.5	177.0
g	Avas.s022.g457.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16029.mRNA.1	JAKMXF010000133.1	72800233.0	23227760.5	1506.0
g	Avas.s022.g458.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72792715.0	0	0
g	Avas.s022.g459.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72794452.0	0	0
g	Avas.s022.g460.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72797900.5	0	0
g	Avas.s022.g461.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72804648.0	0	0
g	Avas.s022.g462.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_14798.mRNA.1	JAKMXF010000066.1	72806835.5	7095975.5	187.0
g	Avas.s022.g463.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_14798.mRNA.1	JAKMXF010000066.1	72809227.5	7095975.5	220.0
g	Avas.s022.g464.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_14717.mRNA.1	JAKMXF010000066.1	72812096.0	6855522.0	149.0
g	Avas.s022.g465.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_5588.mRNA.1	JAKMXF010000308.1	72817306.0	39872711.0	261.0
g	Avas.s022.g466.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16032.mRNA.1	JAKMXF010000133.1	72826049.5	23243367.5	988.0
g	Avas.s022.g467.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_7809.mRNA.1	JAKMXF010000310.1	72834159.0	8855548.5	226.0
g	Avas.s022.g468.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72836461.5	0	0
g	Avas.s022.g469.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72852077.5	0	0
g	Avas.s022.g470.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72861651.5	0	0
g	Avas.s022.g471.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72864246.5	0	0
g	Avas.s022.g472.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16035.mRNA.1	JAKMXF010000133.1	72865802.0	23258643.5	52.8
g	Avas.s022.g473.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_6022.mRNA.1	JAKMXF010000312.1	72876914.0	42160222.0	367.0
g	Avas.s022.g474.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16040.mRNA.1	JAKMXF010000133.1	72877927.5	23273295.5	187.0
g	Avas.s022.g475.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16041.mRNA.1	JAKMXF010000133.1	72881831.0	23275292.5	421.0
g	Avas.s022.g476.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16041.mRNA.1	JAKMXF010000133.1	72882009.0	23275292.5	291.0
g	Avas.s022.g477.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16043.mRNA.1	JAKMXF010000133.1	72890229.0	23281982.0	615.0
g	Avas.s022.g478.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16044.mRNA.1	JAKMXF010000133.1	72893530.0	23284294.5	399.0
g	Avas.s022.g479.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16045.mRNA.1	JAKMXF010000133.1	72895721.5	23285834.5	93.6
g	Avas.s022.g480.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16046.mRNA.1	JAKMXF010000133.1	72897080.5	23286549.5	202.0
g	Avas.s022.g481.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72898277.5	0	0
g	Avas.s022.g482.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16046.mRNA.1	JAKMXF010000133.1	72900948.5	23286549.5	199.0
g	Avas.s022.g483.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11180.mRNA.1	JAKMXF010000118.1	72902148.5	10922.0	197.0
g	Avas.s022.g484.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72905254.5	0	0
g	Avas.s022.g485.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72906314.0	0	0
g	Avas.s022.g486.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_9199.mRNA.1	JAKMXF010000353.1	72908182.5	52799809.0	89.0
g	Avas.s022.g487.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_11180.mRNA.1	JAKMXF010000118.1	72910568.0	10922.0	207.0
g	Avas.s022.g488.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16046.mRNA.1	JAKMXF010000133.1	72914871.0	23286549.5	47.4
g	Avas.s022.g489.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72915982.5	0	0
g	Avas.s022.g490.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16046.mRNA.1	JAKMXF010000133.1	72918295.5	23286549.5	196.0
g	Avas.s022.g491.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72920043.0	0	0
g	Avas.s022.g492.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16046.mRNA.1	JAKMXF010000133.1	72922396.0	23286549.5	47.4
g	Avas.s022.g493.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72923467.5	0	0
g	Avas.s022.g494.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72924998.0	23293772.0	149.0
g	Avas.s022.g495.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_1581.mRNA.1	JAKMXF010000166.1	72929775.5	24733900.5	114.0
g	Avas.s022.g496.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72933177.5	23293772.0	256.0
g	Avas.s022.g497.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_14425.mRNA.1	JAKMXF010000044.1	72936215.5	18750340.5	180.0
g	Avas.s022.g498.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72940126.5	0	0
g	Avas.s022.g499.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16049.mRNA.1	JAKMXF010000133.1	72942445.5	23293772.0	247.0
g	Avas.s022.g500.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72944465.5	0	0
g	Avas.s022.g501.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16013.mRNA.1	JAKMXF010000133.1	72946569.0	23186934.0	256.0
g	Avas.s022.g502.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_205.mRNA.1	JAKMXF010000111.1	72947945.0	713833.5	225.0
g	Avas.s022.g503.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72950461.5	0	0
g	Avas.s022.g504.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72955790.5	0	0
g	Avas.s022.g505.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72959746.5	0	0
g	Avas.s022.g506.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_10322.mRNA.1	JAKMXF010000029.1	72962360.5	57190432.5	89.0
g	Avas.s022.g506.i2	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_10322.mRNA.1	JAKMXF010000029.1	72962360.5	57190432.5	89.0
g	Avas.s022.g507.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16012.mRNA.1	JAKMXF010000133.1	72968206.5	23185982.0	235.0
g	Avas.s022.g508.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16011.mRNA.1	JAKMXF010000133.1	72970671.5	23183918.0	947.0
g	Avas.s022.g509.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16010.mRNA.1	JAKMXF010000133.1	72973256.5	23182092.5	270.0
g	Avas.s022.g510.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16009.mRNA.1	JAKMXF010000133.1	72978840.0	23180860.5	174.0
g	Avas.s022.g511.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16008.mRNA.1	JAKMXF010000133.1	72976349.0	23179350.0	546.0
g	Avas.s022.g512.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16007.mRNA.1	JAKMXF010000133.1	72980419.5	23175004.0	916.0
g	Avas.s022.g513.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	72982726.5	0	0
g	Avas.s022.g514.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16002.mRNA.1	JAKMXF010000133.1	72987144.5	23167783.5	713.0
g	Avas.s022.g515.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16001.mRNA.1	JAKMXF010000133.1	72991367.0	23163877.5	195.0
g	Avas.s022.g516.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_16000.mRNA.1	JAKMXF010000133.1	72992365.5	23163176.0	94.0
g	Avas.s022.g517.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15998.mRNA.1	JAKMXF010000133.1	72996690.0	23158638.0	981.0
g	Avas.s022.g518.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_13507.mRNA.1	JAKMXF010000011.1	73001172.5	14859408.0	167.0
g	Avas.s022.g519.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_13507.mRNA.1	JAKMXF010000011.1	73007357.0	14859408.0	646.0
g	Avas.s022.g520.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_13507.mRNA.1	JAKMXF010000011.1	73009004.5	14859408.0	119.0
g	Avas.s022.g521.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_13507.mRNA.1	JAKMXF010000011.1	73016357.0	14859408.0	535.0
g	Avas.s022.g522.i1	Aphrocallistes_vastus_HiC-scaffold_022	NA	NA	73019171.0	0	0
g	Avas.s022.g523.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_13507.mRNA.1	JAKMXF010000011.1	73023051.5	14859408.0	416.0
g	Avas.s022.g524.i1	Aphrocallistes_vastus_HiC-scaffold_022	LOD99_15999.mRNA.1	JAKMXF010000133.1	73027943.5	23161674.0	602.0
